Starting_Balance,Monthly_Income,Avg_Daily_Spend,Cashback_Received,Bill_Payments_This_Month,Num_Transactions,High_Value_Spend_Flag,Top_3_Spend_Categories,Wallet_Refills,Has_Credit_Linked,Has_Spend_Limit_Set,Avg_Spend_Per_Category,Days_Until_Min_Balance
1225.0,4698.0,650.0,121.0,1.0,21.0,1,"Entertainment,Travel,Food",0.0,1,0,"{'Food': 216, 'Shopping': 423, 'Travel': 107, 'Bills': 633, 'Groceries': 446, 'Entertainment': 467, 'Other': 151}",6
3147.0,4259.0,680.0,57.0,1.0,18.0,1,"Other,Food,Shopping",3.0,0,1,"{'Food': 386, 'Shopping': 468, 'Travel': 192, 'Bills': 203, 'Groceries': 575, 'Entertainment': 523, 'Other': 338}",8
13851.0,23797.0,1148.0,0.0,0.0,22.0,0,"Groceries,Entertainment,Bills",2.0,1,1,"{'Food': 678, 'Shopping': 299, 'Travel': 633, 'Bills': 812, 'Groceries': 856, 'Entertainment': 554, 'Other': 552}",30
8970.0,44598.0,884.0,0.0,3.0,27.0,0,"Shopping,Bills,Groceries",1.0,0,0,"{'Food': 282, 'Shopping': 218, 'Travel': 17, 'Bills': 693, 'Groceries': 689, 'Entertainment': 667, 'Other': 389}",30
8237.0,20396.0,434.0,0.0,3.0,20.0,1,"Groceries,Bills,Food",1.0,0,0,"{'Food': 139, 'Shopping': 5, 'Travel': 303, 'Bills': 212, 'Groceries': 154, 'Entertainment': 175, 'Other': 53}",30
8970.0,10329.0,1925.0,0.0,3.0,15.0,0,"Travel,Food,Bills",1.0,0,0,"{'Food': 1354, 'Shopping': 1005, 'Travel': 257, 'Bills': 1923, 'Groceries': 622, 'Entertainment': 828, 'Other': 633}",8
5888.0,1850.0,974.0,127.0,2.0,29.0,0,"Entertainment,Groceries,Food",1.0,0,0,"{'Food': 838, 'Shopping': 805, 'Travel': 171, 'Bills': 140, 'Groceries': 194, 'Entertainment': 933, 'Other': 438}",6
11598.0,12296.0,887.0,419.0,5.0,18.0,1,"Other,Food,Bills",2.0,1,1,"{'Food': 24, 'Shopping': 422, 'Travel': 562, 'Bills': 195, 'Groceries': 446, 'Entertainment': 505, 'Other': 268}",23
1861.0,34903.0,853.0,0.0,3.0,28.0,0,"Entertainment,Groceries,Food",2.0,0,0,"{'Food': 207, 'Shopping': 91, 'Travel': 337, 'Bills': 11, 'Groceries': 46, 'Entertainment': 61, 'Other': 323}",30
5687.0,48975.0,261.0,298.0,1.0,22.0,0,"Food,Other,Bills",3.0,1,1,"{'Food': 62, 'Shopping': 111, 'Travel': 28, 'Bills': 119, 'Groceries': 19, 'Entertainment': 207, 'Other': 220}",30
14818.0,32557.0,1246.0,0.0,0.0,17.0,1,"Travel,Shopping,Bills",3.0,0,0,"{'Food': 436, 'Shopping': 963, 'Travel': 685, 'Bills': 1211, 'Groceries': 1008, 'Entertainment': 541, 'Other': 562}",30
17701.0,32666.0,100.0,0.0,2.0,27.0,0,"Bills,Shopping,Entertainment",3.0,0,0,"{'Food': 89, 'Shopping': 38, 'Travel': 57, 'Bills': 14, 'Groceries': 99, 'Entertainment': 95, 'Other': 24}",30
2690.0,28535.0,,91.0,2.0,18.0,0,"Entertainment,Bills,Other",2.0,0,1,"{'Food': 1060, 'Shopping': 234, 'Travel': 630, 'Bills': 665, 'Groceries': 378, 'Entertainment': 244, 'Other': 407}",21
18973.0,21944.0,1177.0,0.0,0.0,25.0,0,"Food,Entertainment,Other",4.0,0,1,"{'Food': 589, 'Shopping': 934, 'Travel': 375, 'Bills': 267, 'Groceries': 591, 'Entertainment': 522, 'Other': 389}",30
3395.0,21464.0,672.0,0.0,0.0,26.0,0,"Food,Bills,Other",3.0,1,0,"{'Food': 100, 'Shopping': 375, 'Travel': 177, 'Bills': 93, 'Groceries': 35, 'Entertainment': 139, 'Other': 644}",30
1194.0,30410.0,805.0,0.0,0.0,28.0,0,"Food,Bills,Entertainment",0.0,1,0,"{'Food': 673, 'Shopping': 474, 'Travel': 151, 'Bills': 485, 'Groceries': 328, 'Entertainment': 793, 'Other': 791}",30
5974.0,47859.0,1285.0,0.0,4.0,18.0,0,"Entertainment,Bills,Travel",1.0,0,0,"{'Food': 456, 'Shopping': 532, 'Travel': 307, 'Bills': 538, 'Groceries': 821, 'Entertainment': 351, 'Other': 694}",30
14855.0,8024.0,323.0,0.0,2.0,20.0,0,"Food,Entertainment,Groceries",3.0,0,0,"{'Food': 261, 'Shopping': 121, 'Travel': 154, 'Bills': 184, 'Groceries': 223, 'Entertainment': 90, 'Other': 316}",30
1164.0,8111.0,1050.0,0.0,5.0,23.0,1,"Food,Bills,Entertainment",2.0,0,0,"{'Food': 433, 'Shopping': 617, 'Travel': 95, 'Bills': 644, 'Groceries': 134, 'Entertainment': 578, 'Other': 10}",6
7507.0,30598.0,500.0,0.0,0.0,17.0,0,"Shopping,Groceries,Travel",1.0,0,0,"{'Food': 19, 'Shopping': 145, 'Travel': 366, 'Bills': 428, 'Groceries': 458, 'Entertainment': 100, 'Other': 162}",30
18356.0,21459.0,370.0,0.0,1.0,27.0,1,"Travel,Bills,Entertainment",3.0,0,0,"{'Food': 2, 'Shopping': 235, 'Travel': 224, 'Bills': 178, 'Groceries': 137, 'Entertainment': 285, 'Other': 58}",30
14658.0,36481.0,1730.0,474.0,2.0,25.0,0,"Entertainment,Bills,Other",1.0,0,0,"{'Food': 19, 'Shopping': 1471, 'Travel': 1084, 'Bills': 275, 'Groceries': 1007, 'Entertainment': 638, 'Other': 921}",28
6557.0,33629.0,140.0,0.0,0.0,30.0,0,"Food,Bills,Entertainment",4.0,0,0,"{'Food': 98, 'Shopping': 119, 'Travel': 52, 'Bills': 1, 'Groceries': 98, 'Entertainment': 130, 'Other': 64}",30
15275.0,3257.0,596.0,30.0,1.0,18.0,0,"Entertainment,Food,Groceries",2.0,0,0,"{'Food': 166, 'Shopping': 413, 'Travel': 456, 'Bills': 411, 'Groceries': 353, 'Entertainment': 292, 'Other': 378}",28
19207.0,5609.0,1522.0,30.0,2.0,27.0,0,"Other,Shopping,Groceries",3.0,0,1,"{'Food': 1408, 'Shopping': 1439, 'Travel': 93, 'Bills': 719, 'Groceries': 193, 'Entertainment': 959, 'Other': 1490}",14
11573.0,3933.0,1806.0,0.0,2.0,26.0,0,"Travel,Groceries,Food",2.0,1,1,"{'Food': 311, 'Shopping': 303, 'Travel': 772, 'Bills': 668, 'Groceries': 1013, 'Entertainment': 609, 'Other': 847}",7
6734.0,1378.0,1681.0,0.0,2.0,17.0,0,"Food,Entertainment,Groceries",1.0,0,0,"{'Food': 1588, 'Shopping': 1631, 'Travel': 867, 'Bills': 1265, 'Groceries': 705, 'Entertainment': 1010, 'Other': 403}",2
14049.0,26226.0,805.0,0.0,3.0,19.0,1,"Food,Travel,Shopping",1.0,1,0,"{'Food': 463, 'Shopping': 300, 'Travel': 726, 'Bills': 783, 'Groceries': 130, 'Entertainment': 669, 'Other': 286}",30
6449.0,26174.0,1029.0,115.0,1.0,25.0,0,"Shopping,Entertainment,Travel",3.0,1,0,"{'Food': 1023, 'Shopping': 549, 'Travel': 784, 'Bills': 381, 'Groceries': 903, 'Entertainment': 953, 'Other': 205}",29
14948.0,6008.0,1770.0,0.0,1.0,17.0,1,"Groceries,Shopping,Entertainment",2.0,0,1,"{'Food': 391, 'Shopping': 562, 'Travel': 1549, 'Bills': 265, 'Groceries': 1029, 'Entertainment': 933, 'Other': 822}",9
10983.0,7943.0,711.0,152.0,3.0,17.0,0,"Other,Bills,Travel",2.0,0,0,"{'Food': 567, 'Shopping': 355, 'Travel': 436, 'Bills': 98, 'Groceries': 431, 'Entertainment': 83, 'Other': 569}",24
14015.0,2720.0,128.0,0.0,2.0,16.0,0,"Food,Groceries,Entertainment",4.0,0,1,"{'Food': 116, 'Shopping': 46, 'Travel': 75, 'Bills': 101, 'Groceries': 7, 'Entertainment': 11, 'Other': 59}",30
16829.0,22010.0,227.0,0.0,3.0,23.0,0,"Entertainment,Food,Travel",2.0,0,0,"{'Food': 200, 'Shopping': 127, 'Travel': 197, 'Bills': 50, 'Groceries': 122, 'Entertainment': 94, 'Other': 89}",30
7657.0,22741.0,336.0,0.0,1.0,28.0,0,"Other,Travel,Entertainment",2.0,0,0,"{'Food': 239, 'Shopping': 36, 'Travel': 186, 'Bills': 264, 'Groceries': 300, 'Entertainment': 234, 'Other': 103}",30
7168.0,15783.0,102.0,139.0,0.0,21.0,0,"Entertainment,Bills,Groceries",2.0,0,1,"{'Food': 57, 'Shopping': 38, 'Travel': 21, 'Bills': 18, 'Groceries': 10, 'Entertainment': 69, 'Other': 63}",30
902.0,15140.0,1049.0,0.0,2.0,28.0,0,"Groceries,Other,Food",3.0,0,1,"{'Food': 200, 'Shopping': 181, 'Travel': 420, 'Bills': 705, 'Groceries': 484, 'Entertainment': 28, 'Other': 335}",14
18425.0,,302.0,269.0,1.0,26.0,1,"Entertainment,Shopping,Travel",3.0,0,1,"{'Food': 244, 'Shopping': 177, 'Travel': 208, 'Bills': 83, 'Groceries': 53, 'Entertainment': 183, 'Other': 272}",30
3743.0,13199.0,377.0,493.0,1.0,18.0,0,"Other,Shopping,Food",3.0,0,0,"{'Food': 212, 'Shopping': 292, 'Travel': 306, 'Bills': 102, 'Groceries': 190, 'Entertainment': 131, 'Other': 267}",30
17636.0,32438.0,1590.0,0.0,0.0,28.0,0,"Bills,Food,Entertainment",3.0,0,1,"{'Food': 626, 'Shopping': 98, 'Travel': 912, 'Bills': 1067, 'Groceries': 1383, 'Entertainment': 1209, 'Other': 1209}",29
3244.0,43895.0,1421.0,0.0,2.0,12.0,0,"Groceries,Food,Shopping",3.0,0,0,"{'Food': 606, 'Shopping': 1121, 'Travel': 152, 'Bills': 1036, 'Groceries': 547, 'Entertainment': 786, 'Other': 1263}",30
6953.0,34881.0,1282.0,0.0,2.0,29.0,0,"Other,Entertainment,Food",0.0,1,0,"{'Food': 761, 'Shopping': 485, 'Travel': 174, 'Bills': 696, 'Groceries': 1171, 'Entertainment': 1277, 'Other': 169}",30
7711.0,22132.0,1267.0,0.0,0.0,21.0,0,"Other,Bills,Shopping",5.0,0,0,"{'Food': 192, 'Shopping': 872, 'Travel': 971, 'Bills': 520, 'Groceries': 851, 'Entertainment': 591, 'Other': 1235}",21
14147.0,11290.0,1380.0,209.0,2.0,16.0,1,"Entertainment,Other,Bills",1.0,0,0,"{'Food': 1255, 'Shopping': 732, 'Travel': 1369, 'Bills': 833, 'Groceries': 478, 'Entertainment': 414, 'Other': 536}",14
19553.0,41259.0,326.0,84.0,2.0,24.0,0,"Bills,Food,Shopping",3.0,0,1,"{'Food': 93, 'Shopping': 245, 'Travel': 176, 'Bills': 90, 'Groceries': 118, 'Entertainment': 248, 'Other': 125}",30
17567.0,42028.0,818.0,0.0,1.0,28.0,1,"Travel,Groceries,Other",2.0,0,0,"{'Food': 654, 'Shopping': 666, 'Travel': 489, 'Bills': 429, 'Groceries': 462, 'Entertainment': 297, 'Other': 298}",30
17190.0,33484.0,1594.0,206.0,3.0,25.0,0,"Groceries,Food,Travel",2.0,1,0,"{'Food': 641, 'Shopping': 579, 'Travel': 1241, 'Bills': 397, 'Groceries': 535, 'Entertainment': 263, 'Other': 1106}",30
17507.0,46926.0,464.0,195.0,2.0,,1,"Bills,Other,Food",2.0,0,0,"{'Food': 184, 'Shopping': 179, 'Travel': 115, 'Bills': 298, 'Groceries': 42, 'Entertainment': 373, 'Other': 152}",30
5495.0,24441.0,196.0,232.0,2.0,24.0,0,"Bills,Shopping,Groceries",1.0,0,1,"{'Food': 68, 'Shopping': 63, 'Travel': 140, 'Bills': 121, 'Groceries': 103, 'Entertainment': 77, 'Other': 110}",30
10956.0,45352.0,1682.0,0.0,5.0,13.0,0,"Other,Travel,Groceries",2.0,0,1,"{'Food': 752, 'Shopping': 850, 'Travel': 556, 'Bills': 691, 'Groceries': 381, 'Entertainment': 630, 'Other': 33}",30
16862.0,47043.0,532.0,151.0,1.0,18.0,0,"Other,Entertainment,Shopping",0.0,1,0,"{'Food': 305, 'Shopping': 5, 'Travel': 252, 'Bills': 290, 'Groceries': 217, 'Entertainment': 88, 'Other': 211}",30
,42665.0,186.0,0.0,0.0,18.0,0,"Food,Shopping,Travel",5.0,0,1,"{'Food': 1, 'Shopping': 23, 'Travel': 19, 'Bills': 168, 'Groceries': 182, 'Entertainment': 163, 'Other': 51}",30
13002.0,21074.0,138.0,0.0,0.0,17.0,0,"Other,Bills,Groceries",5.0,0,0,"{'Food': 15, 'Shopping': 7, 'Travel': 121, 'Bills': 5, 'Groceries': 27, 'Entertainment': 88, 'Other': 71}",30
2290.0,6689.0,1417.0,0.0,1.0,20.0,0,"Shopping,Food,Groceries",4.0,0,1,"{'Food': 794, 'Shopping': 1016, 'Travel': 838, 'Bills': 744, 'Groceries': 177, 'Entertainment': 1029, 'Other': 98}",4
18550.0,41867.0,1875.0,0.0,4.0,15.0,1,"Travel,Other,Entertainment",0.0,0,1,"{'Food': 295, 'Shopping': 1308, 'Travel': 922, 'Bills': 1263, 'Groceries': 1229, 'Entertainment': 1041, 'Other': 1421}",27
13869.0,36072.0,1586.0,147.0,3.0,18.0,0,"Groceries,Food,Bills",1.0,0,1,"{'Food': 1295, 'Shopping': 1153, 'Travel': 1079, 'Bills': 232, 'Groceries': 417, 'Entertainment': 1580, 'Other': 564}",29
10730.0,25922.0,315.0,0.0,6.0,26.0,1,"Food,Groceries,Bills",1.0,1,0,"{'Food': 287, 'Shopping': 203, 'Travel': 210, 'Bills': 137, 'Groceries': 68, 'Entertainment': 133, 'Other': 57}",30
16853.0,28224.0,268.0,0.0,1.0,27.0,0,"Bills,Shopping,Groceries",3.0,0,0,"{'Food': 28, 'Shopping': 232, 'Travel': 207, 'Bills': 187, 'Groceries': 99, 'Entertainment': 90, 'Other': 58}",30
17623.0,1461.0,1873.0,281.0,4.0,16.0,1,"Food,Groceries,Shopping",3.0,0,0,"{'Food': 823, 'Shopping': 946, 'Travel': 253, 'Bills': 545, 'Groceries': 70, 'Entertainment': 1798, 'Other': 1536}",7
13744.0,3247.0,1159.0,471.0,1.0,19.0,0,"Travel,Food,Entertainment",1.0,0,0,"{'Food': 434, 'Shopping': 821, 'Travel': 1096, 'Bills': 365, 'Groceries': 162, 'Entertainment': 601, 'Other': 323}",13
2672.0,20568.0,942.0,0.0,3.0,24.0,0,"Entertainment,Food,Bills",2.0,0,1,"{'Food': 384, 'Shopping': 796, 'Travel': 936, 'Bills': 306, 'Groceries': 649, 'Entertainment': 819, 'Other': 495}",22
10252.0,35903.0,524.0,0.0,3.0,18.0,0,"Groceries,Travel,Other",2.0,0,0,"{'Food': 400, 'Shopping': 369, 'Travel': 243, 'Bills': 167, 'Groceries': 16, 'Entertainment': 154, 'Other': 338}",30
1217.0,28554.0,222.0,0.0,5.0,23.0,1,"Shopping,Entertainment,Groceries",3.0,1,1,"{'Food': 180, 'Shopping': 202, 'Travel': 71, 'Bills': 218, 'Groceries': 21, 'Entertainment': 145, 'Other': 32}",30
11854.0,7723.0,408.0,0.0,0.0,17.0,1,"Food,Other,Travel",3.0,0,1,"{'Food': 25, 'Shopping': 392, 'Travel': 52, 'Bills': 178, 'Groceries': 71, 'Entertainment': 376, 'Other': 23}",30
18528.0,22178.0,240.0,0.0,4.0,23.0,0,"Shopping,Entertainment,Travel",1.0,1,0,"{'Food': 58, 'Shopping': 123, 'Travel': 36, 'Bills': 130, 'Groceries': 123, 'Entertainment': 88, 'Other': 71}",30
3003.0,43083.0,1403.0,0.0,1.0,22.0,1,"Entertainment,Bills,Food",5.0,0,0,"{'Food': 992, 'Shopping': 710, 'Travel': 265, 'Bills': 125, 'Groceries': 845, 'Entertainment': 928, 'Other': 615}",28
19655.0,14125.0,502.0,0.0,1.0,13.0,0,"Groceries,Entertainment,Bills",1.0,1,0,"{'Food': 276, 'Shopping': 183, 'Travel': 473, 'Bills': 358, 'Groceries': 480, 'Entertainment': 404, 'Other': 327}",30
9599.0,13552.0,1788.0,236.0,1.0,18.0,0,"Bills,Travel,Groceries",2.0,1,0,"{'Food': 614, 'Shopping': 1129, 'Travel': 1550, 'Bills': 1604, 'Groceries': 1260, 'Entertainment': 994, 'Other': 358}",10
11510.0,3325.0,401.0,0.0,2.0,27.0,0,,1.0,0,0,"{'Food': 59, 'Shopping': 256, 'Travel': 259, 'Bills': 340, 'Groceries': 130, 'Entertainment': 3, 'Other': 205}",30
3569.0,24857.0,1778.0,101.0,2.0,25.0,0,"Other,Food,Travel",2.0,1,0,"{'Food': 205, 'Shopping': 1322, 'Travel': 151, 'Bills': 1671, 'Groceries': 74, 'Entertainment': 1645, 'Other': 1774}",14
14459.0,11842.0,784.0,0.0,2.0,24.0,0,"Groceries,Food,Travel",4.0,0,1,"{'Food': 691, 'Shopping': 387, 'Travel': 395, 'Bills': 247, 'Groceries': 608, 'Entertainment': 631, 'Other': 272}",30
9307.0,13368.0,1999.0,0.0,1.0,25.0,1,"Other,Shopping,Food",3.0,0,1,"{'Food': 693, 'Shopping': 84, 'Travel': 501, 'Bills': 1317, 'Groceries': 676, 'Entertainment': 913, 'Other': 59}",9
14842.0,11453.0,1545.0,246.0,3.0,20.0,0,"Food,Shopping,Bills",2.0,0,0,"{'Food': 308, 'Shopping': 406, 'Travel': 341, 'Bills': 238, 'Groceries': 490, 'Entertainment': 1418, 'Other': 678}",15
16800.0,41437.0,409.0,0.0,0.0,13.0,0,"Groceries,Food,Shopping",4.0,0,0,"{'Food': 326, 'Shopping': 67, 'Travel': 1, 'Bills': 396, 'Groceries': 40, 'Entertainment': 130, 'Other': 58}",30
9843.0,16524.0,1280.0,143.0,2.0,22.0,0,"Bills,Travel,Entertainment",5.0,0,0,"{'Food': 564, 'Shopping': 311, 'Travel': 195, 'Bills': 809, 'Groceries': 660, 'Entertainment': 1147, 'Other': 996}",18
13208.0,9833.0,1298.0,0.0,1.0,17.0,0,"Shopping,Food,Entertainment",4.0,1,0,"{'Food': 460, 'Shopping': 591, 'Travel': 124, 'Bills': 520, 'Groceries': 681, 'Entertainment': 668, 'Other': 1122}",16
2737.0,25179.0,428.0,0.0,6.0,21.0,0,"Entertainment,Food,Other",3.0,0,0,"{'Food': 38, 'Shopping': 384, 'Travel': 386, 'Bills': 297, 'Groceries': 86, 'Entertainment': 128, 'Other': 207}",30
10668.0,22245.0,300.0,190.0,1.0,22.0,0,"Groceries,Travel,Bills",1.0,0,1,"{'Food': 228, 'Shopping': 176, 'Travel': 47, 'Bills': 219, 'Groceries': 261, 'Entertainment': 255, 'Other': 141}",30
1338.0,29039.0,1764.0,0.0,0.0,21.0,0,"Bills,Shopping,Groceries",0.0,0,0,"{'Food': 262, 'Shopping': 1331, 'Travel': 25, 'Bills': 1343, 'Groceries': 800, 'Entertainment': 1755, 'Other': 589}",15
17296.0,30033.0,293.0,0.0,2.0,19.0,0,"Food,Groceries,Travel",2.0,0,1,"{'Food': 204, 'Shopping': 221, 'Travel': 56, 'Bills': 23, 'Groceries': 290, 'Entertainment': 24, 'Other': 3}",30
13653.0,35947.0,1481.0,0.0,1.0,19.0,0,"Travel,Food,Bills",1.0,0,1,"{'Food': 603, 'Shopping': 1150, 'Travel': 783, 'Bills': 475, 'Groceries': 1385, 'Entertainment': 598, 'Other': 858}",30
3762.0,27136.0,106.0,0.0,6.0,18.0,1,"Shopping,Groceries,Travel",6.0,0,0,"{'Food': 53, 'Shopping': 18, 'Travel': 94, 'Bills': 48, 'Groceries': 1, 'Entertainment': 71, 'Other': 46}",30
16729.0,46648.0,139.0,0.0,2.0,23.0,0,"Bills,Shopping,Travel",3.0,0,1,"{'Food': 65, 'Shopping': 105, 'Travel': 36, 'Bills': 8, 'Groceries': 105, 'Entertainment': 106, 'Other': 29}",30
6611.0,33617.0,463.0,0.0,1.0,23.0,1,"Shopping,Food,Travel",2.0,0,0,"{'Food': 94, 'Shopping': 349, 'Travel': 232, 'Bills': 302, 'Groceries': 6, 'Entertainment': 190, 'Other': 426}",30
12524.0,31794.0,1388.0,0.0,2.0,20.0,0,"Groceries,Travel,Food",2.0,0,0,"{'Food': 925, 'Shopping': 656, 'Travel': 600, 'Bills': 714, 'Groceries': 631, 'Entertainment': 373, 'Other': 985}",30
2242.0,36409.0,410.0,0.0,3.0,17.0,0,"Travel,Food,Entertainment",2.0,0,1,"{'Food': 291, 'Shopping': 350, 'Travel': 134, 'Bills': 132, 'Groceries': 297, 'Entertainment': 0, 'Other': 73}",30
12590.0,22184.0,531.0,0.0,2.0,21.0,1,"Shopping,Travel,Bills",2.0,0,1,"{'Food': 385, 'Shopping': 400, 'Travel': 344, 'Bills': 45, 'Groceries': 263, 'Entertainment': 425, 'Other': 6}",30
10289.0,4188.0,1780.0,258.0,3.0,21.0,1,"Other,Bills,Groceries",1.0,0,0,"{'Food': 787, 'Shopping': 687, 'Travel': 1365, 'Bills': 1019, 'Groceries': 1545, 'Entertainment': 701, 'Other': 884}",5
7889.0,33666.0,1320.0,0.0,1.0,21.0,1,"Entertainment,Travel,Food",4.0,1,0,"{'Food': 741, 'Shopping': 1154, 'Travel': 61, 'Bills': 193, 'Groceries': 33, 'Entertainment': 823, 'Other': 618}",27
8810.0,42792.0,381.0,176.0,5.0,26.0,0,"Food,Shopping,Groceries",2.0,0,0,"{'Food': 273, 'Shopping': 16, 'Travel': 66, 'Bills': 320, 'Groceries': 28, 'Entertainment': 163, 'Other': 277}",30
16652.0,47103.0,1743.0,0.0,4.0,14.0,1,"Food,Groceries,Travel",0.0,0,0,"{'Food': 1305, 'Shopping': 561, 'Travel': 803, 'Bills': 860, 'Groceries': 512, 'Entertainment': 1506, 'Other': 1569}",30
4722.0,42079.0,267.0,328.0,2.0,19.0,0,"Food,Travel,Other",4.0,0,1,"{'Food': 118, 'Shopping': 38, 'Travel': 53, 'Bills': 196, 'Groceries': 91, 'Entertainment': 266, 'Other': 138}",30
16699.0,34372.0,1563.0,0.0,0.0,18.0,0,"Food,Shopping,Other",1.0,0,0,"{'Food': 944, 'Shopping': 269, 'Travel': 140, 'Bills': 187, 'Groceries': 101, 'Entertainment': 1475, 'Other': 396}",30
4936.0,12333.0,1194.0,340.0,1.0,22.0,1,"Other,Food,Bills",1.0,1,0,"{'Food': 1052, 'Shopping': 606, 'Travel': 397, 'Bills': 1150, 'Groceries': 567, 'Entertainment': 800, 'Other': 894}",11
8012.0,41147.0,970.0,0.0,1.0,14.0,0,"Food,Travel,Entertainment",4.0,1,0,"{'Food': 674, 'Shopping': 836, 'Travel': 657, 'Bills': 529, 'Groceries': 796, 'Entertainment': 103, 'Other': 795}",30
3580.0,18605.0,1084.0,,1.0,13.0,0,"Bills,Groceries,Entertainment",3.0,1,0,"{'Food': 101, 'Shopping': 447, 'Travel': 463, 'Bills': 478, 'Groceries': 1071, 'Entertainment': 224, 'Other': 218}",19
7091.0,34936.0,807.0,115.0,3.0,19.0,0,"Shopping,Other,Entertainment",2.0,0,0,"{'Food': 754, 'Shopping': 791, 'Travel': 296, 'Bills': 767, 'Groceries': 115, 'Entertainment': 139, 'Other': 349}",30
15467.0,23059.0,670.0,0.0,2.0,18.0,0,"Entertainment,Groceries,Shopping",0.0,0,0,"{'Food': 123, 'Shopping': 319, 'Travel': 489, 'Bills': 491, 'Groceries': 628, 'Entertainment': 311, 'Other': 265}",30
7084.0,16962.0,1935.0,0.0,1.0,24.0,1,"Bills,Groceries,Entertainment",2.0,0,0,"{'Food': 1611, 'Shopping': 1175, 'Travel': 1687, 'Bills': 1007, 'Groceries': 1389, 'Entertainment': 589, 'Other': 1231}",9
4434.0,34491.0,632.0,0.0,2.0,24.0,0,"Groceries,Travel,Bills",2.0,0,1,"{'Food': 505, 'Shopping': 223, 'Travel': 138, 'Bills': 65, 'Groceries': 437, 'Entertainment': 24, 'Other': 434}",30
3428.0,39392.0,1919.0,0.0,1.0,19.0,0,"Bills,Groceries,Shopping",4.0,0,1,"{'Food': 1598, 'Shopping': 617, 'Travel': 511, 'Bills': 1341, 'Groceries': 1561, 'Entertainment': 1619, 'Other': 1364}",20
16713.0,38791.0,223.0,214.0,2.0,22.0,0,"Shopping,Entertainment,Travel",1.0,0,0,"{'Food': 17, 'Shopping': 173, 'Travel': 105, 'Bills': 161, 'Groceries': 179, 'Entertainment': 29, 'Other': 194}",30
7775.0,25802.0,661.0,0.0,3.0,27.0,0,"Shopping,Groceries,Food",1.0,0,0,"{'Food': 378, 'Shopping': 574, 'Travel': 306, 'Bills': 502, 'Groceries': 265, 'Entertainment': 610, 'Other': 351}",30
17227.0,36530.0,,0.0,3.0,13.0,0,"Food,Travel,Bills",4.0,1,0,"{'Food': 781, 'Shopping': 474, 'Travel': 109, 'Bills': 325, 'Groceries': 503, 'Entertainment': 616, 'Other': 43}",30
16663.0,40803.0,432.0,303.0,0.0,26.0,0,"Other,Food,Bills",1.0,0,0,"{'Food': 323, 'Shopping': 237, 'Travel': 138, 'Bills': 243, 'Groceries': 162, 'Entertainment': 113, 'Other': 122}",30
19879.0,40699.0,1149.0,96.0,2.0,28.0,0,"Travel,Food,Shopping",,1,1,"{'Food': 1084, 'Shopping': 171, 'Travel': 523, 'Bills': 739, 'Groceries': 501, 'Entertainment': 469, 'Other': 589}",30
16205.0,30318.0,1731.0,52.0,1.0,25.0,1,"Groceries,Travel,Other",1.0,0,1,"{'Food': 562, 'Shopping': 610, 'Travel': 842, 'Bills': 1256, 'Groceries': 1700, 'Entertainment': 926, 'Other': 1371}",22
1953.0,40472.0,1635.0,0.0,3.0,26.0,0,"Entertainment,Travel,Groceries",2.0,0,0,"{'Food': 1522, 'Shopping': 343, 'Travel': 773, 'Bills': 1362, 'Groceries': 1356, 'Entertainment': 765, 'Other': 822}",23
12141.0,39020.0,389.0,0.0,2.0,15.0,0,"Food,Groceries,Shopping",3.0,1,0,"{'Food': 258, 'Shopping': 92, 'Travel': 259, 'Bills': 53, 'Groceries': 144, 'Entertainment': 175, 'Other': 261}",30
7377.0,28638.0,1019.0,0.0,3.0,13.0,0,"Bills,Groceries,Travel",4.0,0,0,"{'Food': 679, 'Shopping': 400, 'Travel': 106, 'Bills': 978, 'Groceries': 930, 'Entertainment': 289, 'Other': 587}",30
18709.0,11889.0,1987.0,226.0,1.0,23.0,0,"Bills,Travel,Shopping",,1,0,"{'Food': 1466, 'Shopping': 78, 'Travel': 1091, 'Bills': 449, 'Groceries': 220, 'Entertainment': 1177, 'Other': 1634}",13
12797.0,28378.0,1921.0,198.0,1.0,25.0,0,"Travel,Entertainment,Shopping",2.0,1,1,"{'Food': 469, 'Shopping': 1131, 'Travel': 1810, 'Bills': 1708, 'Groceries': 808, 'Entertainment': 1471, 'Other': 1392}",19
13691.0,1801.0,170.0,121.0,2.0,19.0,0,"Travel,Entertainment,Other",1.0,0,0,"{'Food': 151, 'Shopping': 70, 'Travel': 131, 'Bills': 41, 'Groceries': 102, 'Entertainment': 153, 'Other': 42}",30
4520.0,38307.0,316.0,0.0,3.0,24.0,0,"Groceries,Travel,Entertainment",2.0,0,0,"{'Food': 34, 'Shopping': 271, 'Travel': 148, 'Bills': 281, 'Groceries': 301, 'Entertainment': 104, 'Other': 300}",30
14757.0,5669.0,283.0,0.0,3.0,19.0,1,"Groceries,Food,Travel",3.0,0,0,"{'Food': 110, 'Shopping': 198, 'Travel': 144, 'Bills': 180, 'Groceries': 78, 'Entertainment': 176, 'Other': 175}",30
16421.0,21458.0,1096.0,372.0,1.0,29.0,0,"Groceries,Other,Travel",6.0,1,1,"{'Food': 444, 'Shopping': 986, 'Travel': 315, 'Bills': 225, 'Groceries': 7, 'Entertainment': 914, 'Other': 544}",30
