Total_Publications,Citations,h_Index,Field_Of_Study,Institution_Ranking,Avg_Authors_Per_Paper,Has_Won_Major_Award,Papers_In_Top_Journals,International_Collaborations,Years_Since_PhD,CoAuthor_Connections_With_Winners,Target
,3507.0,33.0,Medicine,80,3.101031190080156,0,,1.0,21.0,0.0,No Win
38.0,2539.0,39.0,Medicine,116,3.500389904759767,0,3.0,3.0,21.0,3.0,No Win
42.0,2254.0,24.0,Peace,155,3.867693173218787,0,1.0,2.0,42.0,1.0,No Win
46.0,856.0,23.0,Medicine,125,5.113683219649673,1,2.0,1.0,7.0,0.0,No Win
41.0,3245.0,18.0,Chemistry,138,1.0,0,0.0,4.0,15.0,1.0,No Win
31.0,391.0,21.0,Chemistry,14,2.525802055009668,0,4.0,2.0,40.0,0.0,No Win
42.0,0.0,18.0,Chemistry,28,2.5889067045261402,0,4.0,3.0,39.0,0.0,No Win
41.0,7769.0,13.0,Peace,157,3.7116333152886942,1,5.0,3.0,40.0,2.0,No Win
46.0,1513.0,20.0,Economics,132,3.977688701593736,0,5.0,3.0,37.0,1.0,No Win
35.0,3950.0,31.0,Chemistry,113,3.6009242636444223,0,3.0,1.0,19.0,0.0,No Win
38.0,1091.0,25.0,Physics,30,5.666148063288849,0,4.0,2.0,27.0,0.0,No Win
40.0,2819.0,27.0,Medicine,77,5.640372451884707,0,4.0,4.0,46.0,1.0,No Win
47.0,0.0,15.0,Peace,38,1.0,0,4.0,,2.0,1.0,No Win
36.0,4133.0,30.0,Economics,51,5.201671208853929,0,3.0,2.0,12.0,0.0,No Win
43.0,1550.0,17.0,Economics,199,6.497837533940727,1,2.0,1.0,27.0,0.0,No Win
33.0,3915.0,27.0,Economics,149,4.751968510825216,0,4.0,1.0,44.0,1.0,No Win
46.0,1889.0,30.0,Physics,22,1.9007121593673149,0,4.0,1.0,12.0,0.0,No Win
36.0,3214.0,48.0,Physics,83,2.623924493560572,0,2.0,3.0,47.0,1.0,No Win
34.0,0.0,40.0,Medicine,135,1.49874501890451,0,3.0,1.0,49.0,0.0,No Win
41.0,1943.0,35.0,Economics,179,5.097937657745618,0,3.0,5.0,25.0,2.0,No Win
36.0,2716.0,40.0,Physics,33,4.623918398164782,0,3.0,1.0,26.0,1.0,No Win
45.0,3705.0,22.0,Peace,68,6.573214627585944,0,3.0,3.0,15.0,1.0,No Win
39.0,1653.0,21.0,Economics,165,5.412169924344612,0,2.0,1.0,33.0,0.0,No Win
43.0,1023.0,16.0,Medicine,55,3.9252540195331385,0,1.0,0.0,13.0,0.0,No Win
65.0,3741.0,12.0,Physics,7,3.6656077881961404,0,2.0,0.0,42.0,2.0,No Win
33.0,394.0,28.0,Economics,69,3.8363176882708707,0,1.0,3.0,37.0,3.0,No Win
30.0,1303.0,44.0,Literature,127,3.452193648986866,0,3.0,6.0,13.0,2.0,No Win
36.0,1716.0,28.0,Peace,124,4.532290921771173,0,3.0,3.0,47.0,1.0,No Win
38.0,0.0,28.0,Literature,156,5.659540565496138,0,3.0,1.0,49.0,1.0,No Win
41.0,1781.0,27.0,Chemistry,19,2.060012083557118,0,3.0,0.0,49.0,3.0,No Win
50.0,567.0,28.0,Chemistry,54,8.440065787045828,0,4.0,2.0,2.0,0.0,No Win
42.0,3325.0,35.0,Peace,31,3.0809587735255652,0,3.0,1.0,6.0,2.0,No Win
35.0,3314.0,22.0,Physics,130,4.919311824921802,0,5.0,1.0,44.0,2.0,No Win
23.0,1162.0,11.0,Physics,58,4.076703372518375,0,1.0,3.0,36.0,1.0,No Win
38.0,269.0,25.0,Economics,45,4.537474843000982,0,3.0,1.0,21.0,1.0,No Win
48.0,815.0,30.0,Peace,165,5.997493732468838,1,4.0,6.0,8.0,2.0,No Win
41.0,1345.0,30.0,Peace,64,6.130134188863519,0,6.0,1.0,1.0,0.0,No Win
39.0,2424.0,29.0,Physics,26,2.530254038677733,0,2.0,2.0,35.0,1.0,No Win
43.0,4266.0,31.0,Peace,93,2.1598114525199135,0,4.0,3.0,32.0,0.0,No Win
40.0,1676.0,32.0,Economics,69,1.0,0,4.0,2.0,42.0,1.0,No Win
38.0,458.0,16.0,,189,3.251577861993898,0,2.0,1.0,6.0,1.0,No Win
44.0,1840.0,20.0,Literature,154,1.0,0,1.0,3.0,41.0,0.0,No Win
53.0,0.0,11.0,Physics,187,1.0550822415005312,1,6.0,0.0,38.0,2.0,No Win
37.0,2045.0,26.0,Peace,133,4.887993747367161,0,4.0,1.0,37.0,0.0,No Win
43.0,262.0,30.0,Peace,43,8.907209847572739,0,1.0,2.0,47.0,2.0,No Win
44.0,2494.0,26.0,Peace,22,7.727210027190322,0,8.0,3.0,1.0,1.0,No Win
41.0,3899.0,32.0,Medicine,172,7.842253242642744,0,7.0,1.0,47.0,,No Win
33.0,1347.0,13.0,Physics,63,2.151242594859001,0,3.0,0.0,36.0,1.0,No Win
42.0,423.0,29.0,Physics,11,1.0,1,5.0,1.0,45.0,,No Win
40.0,1814.0,20.0,Physics,17,5.718691494535963,0,2.0,1.0,33.0,0.0,No Win
43.0,3237.0,47.0,Chemistry,28,1.0,0,3.0,3.0,7.0,0.0,No Win
41.0,3632.0,24.0,Peace,183,5.357190971180273,0,2.0,2.0,26.0,2.0,No Win
42.0,,34.0,Peace,187,3.0356997835474173,0,8.0,1.0,16.0,1.0,No Win
42.0,3236.0,27.0,Economics,23,4.490150473969798,0,3.0,2.0,20.0,0.0,No Win
34.0,3152.0,11.0,Peace,94,4.453700548712279,0,0.0,1.0,43.0,0.0,No Win
36.0,0.0,19.0,Physics,34,5.960190253903848,0,1.0,2.0,12.0,1.0,No Win
34.0,3607.0,34.0,Physics,199,2.227632837024257,0,3.0,3.0,39.0,0.0,No Win
43.0,683.0,32.0,Economics,101,1.0,1,3.0,1.0,25.0,6.0,No Win
31.0,546.0,42.0,Chemistry,59,3.6265634653877745,0,1.0,1.0,18.0,1.0,No Win
40.0,2322.0,22.0,Chemistry,113,1.6439268598731784,0,4.0,0.0,28.0,1.0,Win
51.0,0.0,22.0,Physics,154,4.96391983243786,0,2.0,4.0,49.0,3.0,No Win
47.0,1388.0,25.0,Chemistry,117,4.543406573038143,0,8.0,2.0,45.0,2.0,No Win
35.0,2382.0,24.0,Literature,39,4.267486654719425,0,2.0,4.0,41.0,1.0,No Win
37.0,3686.0,20.0,Physics,7,1.4764106604331841,0,5.0,2.0,5.0,1.0,No Win
39.0,4248.0,21.0,Peace,194,4.919536271689776,0,2.0,0.0,,1.0,No Win
,2803.0,35.0,Literature,15,3.843483034154942,0,0.0,0.0,25.0,0.0,No Win
35.0,758.0,29.0,Physics,16,5.9381558762667,0,2.0,3.0,32.0,2.0,No Win
38.0,1841.0,8.0,Chemistry,186,3.0740263274294657,0,1.0,0.0,23.0,3.0,No Win
33.0,571.0,33.0,Chemistry,75,4.98570261702406,0,4.0,2.0,11.0,1.0,No Win
34.0,672.0,35.0,Literature,199,7.7782815458626695,1,1.0,0.0,15.0,0.0,No Win
45.0,2158.0,26.0,,80,1.0,0,2.0,2.0,33.0,2.0,No Win
46.0,0.0,5.0,Peace,180,3.6895293113085357,0,1.0,1.0,5.0,0.0,No Win
57.0,2364.0,23.0,Literature,130,4.39141595359582,0,5.0,0.0,15.0,0.0,No Win
,1506.0,15.0,Physics,97,1.1247872857986407,0,2.0,2.0,5.0,1.0,No Win
32.0,1444.0,24.0,Chemistry,95,2.793419286214573,0,1.0,3.0,33.0,2.0,No Win
46.0,938.0,23.0,Literature,153,7.143460081124591,0,3.0,2.0,37.0,0.0,No Win
34.0,3823.0,41.0,Peace,40,2.9692857499245484,0,4.0,2.0,26.0,1.0,No Win
48.0,0.0,28.0,Physics,130,3.7049601666580925,0,4.0,1.0,45.0,0.0,No Win
50.0,2375.0,28.0,Literature,138,4.318247544924242,0,2.0,1.0,1.0,1.0,No Win
41.0,3730.0,27.0,Chemistry,157,2.5754234647204464,0,3.0,3.0,15.0,0.0,No Win
35.0,1414.0,17.0,Economics,38,6.238982254164613,0,0.0,1.0,9.0,1.0,No Win
44.0,3076.0,17.0,Peace,123,5.368120443982644,0,1.0,4.0,41.0,0.0,No Win
47.0,106.0,9.0,Physics,11,6.651361366612567,0,3.0,0.0,15.0,,No Win
30.0,1638.0,5.0,Literature,64,6.484280694802166,0,6.0,2.0,6.0,1.0,No Win
53.0,1912.0,23.0,Peace,129,5.862137311771941,1,2.0,2.0,18.0,0.0,No Win
42.0,381.0,5.0,Chemistry,13,4.150253666383353,0,4.0,4.0,22.0,0.0,No Win
41.0,1241.0,14.0,Economics,194,2.1754899668055554,0,4.0,1.0,11.0,2.0,No Win
43.0,3324.0,33.0,Medicine,19,4.020505991061135,0,6.0,2.0,44.0,3.0,No Win
30.0,121.0,19.0,Medicine,49,1.577287467207237,0,4.0,1.0,26.0,1.0,No Win
34.0,3136.0,30.0,Literature,80,6.121740949890157,0,2.0,0.0,32.0,1.0,No Win
39.0,1556.0,21.0,Peace,184,2.4785885260062384,0,4.0,2.0,25.0,1.0,No Win
23.0,69.0,33.0,Literature,44,2.987084903848002,0,5.0,1.0,16.0,0.0,No Win
30.0,4940.0,52.0,Peace,134,3.577700071367364,0,2.0,1.0,10.0,2.0,No Win
36.0,2371.0,12.0,Physics,53,1.380603821297706,0,6.0,5.0,46.0,0.0,No Win
42.0,4165.0,10.0,Economics,169,1.0,0,5.0,4.0,17.0,1.0,No Win
39.0,3661.0,20.0,Peace,50,4.031056596974541,0,2.0,2.0,38.0,0.0,No Win
38.0,2672.0,38.0,Physics,164,3.2824096460391603,0,0.0,2.0,6.0,2.0,No Win
55.0,0.0,15.0,Physics,54,6.692720460779169,0,7.0,0.0,31.0,0.0,No Win
46.0,0.0,36.0,Chemistry,157,1.0,0,,1.0,38.0,1.0,No Win
35.0,1793.0,24.0,Chemistry,31,4.032369448044335,0,2.0,0.0,41.0,2.0,No Win
42.0,4832.0,29.0,Physics,30,1.5865739207316811,0,3.0,3.0,25.0,1.0,No Win
50.0,5025.0,17.0,Peace,102,2.6433896995044672,0,1.0,2.0,46.0,0.0,No Win
,0.0,23.0,Chemistry,51,6.031575792094937,1,4.0,4.0,2.0,0.0,No Win
40.0,2650.0,36.0,Literature,5,1.0,0,1.0,2.0,44.0,0.0,No Win
45.0,76.0,19.0,Peace,50,5.03540940710514,0,4.0,0.0,43.0,0.0,No Win
45.0,2127.0,14.0,Economics,125,2.589036020331675,0,4.0,4.0,21.0,3.0,No Win
39.0,397.0,8.0,Economics,42,1.0,0,2.0,3.0,13.0,0.0,No Win
37.0,2248.0,18.0,Economics,53,3.473035824078979,0,4.0,2.0,21.0,0.0,No Win
42.0,1803.0,26.0,Economics,95,1.837310032199384,0,5.0,1.0,7.0,2.0,No Win
47.0,0.0,21.0,Economics,9,2.43102341245703,0,4.0,2.0,33.0,1.0,No Win
45.0,84.0,30.0,Peace,38,1.894748678137467,0,3.0,3.0,30.0,2.0,No Win
26.0,2504.0,28.0,Physics,110,4.598102350777359,1,2.0,2.0,32.0,3.0,No Win
48.0,1461.0,38.0,Medicine,126,5.703377933862064,0,2.0,2.0,15.0,0.0,No Win
32.0,2251.0,34.0,Medicine,167,2.3377887760724274,0,2.0,2.0,45.0,1.0,No Win
36.0,2524.0,43.0,Literature,101,2.3407175052590423,0,2.0,4.0,49.0,1.0,No Win
49.0,575.0,20.0,Physics,103,3.6372776644762324,0,3.0,3.0,3.0,2.0,No Win
34.0,1710.0,34.0,Physics,165,3.8725152982871522,0,1.0,1.0,39.0,1.0,No Win
46.0,4875.0,25.0,Literature,122,4.659533859686761,0,4.0,1.0,12.0,1.0,No Win
32.0,0.0,22.0,Peace,156,6.98329132554999,0,0.0,2.0,28.0,4.0,No Win
38.0,1440.0,37.0,Physics,44,3.1121175903711826,0,2.0,1.0,23.0,3.0,No Win
38.0,1338.0,41.0,Peace,175,5.130989899465119,0,1.0,3.0,23.0,1.0,No Win
37.0,1827.0,34.0,Medicine,26,1.6740932454554733,0,2.0,3.0,7.0,1.0,No Win
42.0,1151.0,25.0,Peace,24,6.405885129503895,0,3.0,,36.0,0.0,No Win
38.0,1994.0,18.0,Chemistry,90,3.5649444144228175,1,3.0,3.0,48.0,0.0,No Win
38.0,2866.0,21.0,Chemistry,34,1.0198556193180908,0,2.0,0.0,36.0,2.0,No Win
34.0,0.0,13.0,Medicine,156,2.92858747367853,0,3.0,4.0,36.0,1.0,No Win
,175.0,26.0,Peace,11,3.9203257934679376,0,2.0,1.0,10.0,1.0,No Win
35.0,0.0,24.0,Economics,147,2.448640426542884,0,2.0,2.0,2.0,2.0,No Win
55.0,2038.0,13.0,Economics,46,6.168967651180035,0,1.0,1.0,44.0,1.0,No Win
39.0,3697.0,28.0,Economics,51,5.050808068953559,0,5.0,2.0,7.0,3.0,No Win
40.0,1590.0,28.0,Chemistry,73,5.117740848128558,0,3.0,4.0,24.0,0.0,Win
32.0,4031.0,24.0,Physics,13,3.416545309370308,0,4.0,1.0,14.0,1.0,No Win
40.0,1576.0,17.0,Chemistry,43,3.3188272342347727,0,2.0,4.0,32.0,1.0,No Win
41.0,703.0,29.0,Literature,192,3.8306400512709127,0,3.0,0.0,19.0,0.0,No Win
50.0,0.0,40.0,Chemistry,19,6.80271927257691,0,2.0,2.0,13.0,1.0,No Win
43.0,270.0,42.0,Economics,187,2.220769432846118,0,3.0,3.0,42.0,2.0,No Win
40.0,2921.0,23.0,Physics,17,2.2684383858720647,0,4.0,2.0,31.0,1.0,No Win
36.0,3746.0,20.0,Medicine,45,1.0013966354830726,0,4.0,2.0,42.0,2.0,No Win
34.0,1766.0,22.0,Peace,200,5.01708778017853,1,2.0,1.0,32.0,1.0,No Win
36.0,0.0,47.0,Peace,57,2.1460308751496893,0,6.0,1.0,5.0,0.0,No Win
41.0,0.0,5.0,Literature,4,5.933778373973788,0,3.0,2.0,27.0,0.0,No Win
46.0,2790.0,15.0,Peace,16,2.6752653007907483,0,3.0,1.0,45.0,0.0,No Win
27.0,2200.0,21.0,Physics,67,2.9241972961689076,0,3.0,3.0,29.0,2.0,No Win
46.0,2326.0,21.0,Medicine,82,2.705926374180052,0,5.0,2.0,40.0,0.0,No Win
36.0,940.0,22.0,Medicine,123,3.0367588713593565,1,3.0,4.0,17.0,1.0,No Win
40.0,1316.0,29.0,Physics,98,1.5044014270941002,0,2.0,2.0,9.0,1.0,No Win
33.0,919.0,37.0,Physics,86,3.1363785137176503,0,2.0,0.0,40.0,1.0,No Win
38.0,2986.0,33.0,Medicine,100,7.178195082098599,0,1.0,0.0,8.0,2.0,No Win
36.0,904.0,22.0,Medicine,146,6.024053057676262,0,3.0,2.0,18.0,0.0,No Win
33.0,2731.0,21.0,Chemistry,39,1.0,1,2.0,1.0,29.0,0.0,No Win
27.0,4239.0,5.0,Physics,192,5.100565452056449,0,3.0,4.0,44.0,4.0,No Win
41.0,967.0,24.0,Physics,87,3.4778877276114732,1,5.0,1.0,49.0,2.0,No Win
40.0,3801.0,23.0,Physics,34,7.190065191992743,0,2.0,2.0,7.0,2.0,No Win
33.0,2583.0,17.0,Physics,149,2.056393533427742,0,4.0,3.0,36.0,2.0,No Win
40.0,2512.0,17.0,Economics,21,1.3450890760296632,0,5.0,2.0,30.0,2.0,No Win
34.0,4425.0,24.0,Literature,140,,0,3.0,2.0,22.0,1.0,No Win
36.0,2268.0,23.0,Literature,136,1.5289580033777392,0,5.0,5.0,33.0,1.0,No Win
38.0,3337.0,29.0,Physics,140,1.8295435896467804,0,5.0,0.0,37.0,1.0,No Win
39.0,1481.0,26.0,Medicine,13,2.2547435087976093,0,1.0,2.0,14.0,0.0,No Win
45.0,682.0,39.0,Physics,153,3.0793154651384596,0,3.0,3.0,2.0,2.0,No Win
46.0,1212.0,15.0,Chemistry,128,2.3676256265478406,0,3.0,1.0,32.0,1.0,No Win
56.0,0.0,21.0,Economics,107,6.274281110709698,0,1.0,6.0,36.0,1.0,No Win
51.0,451.0,5.0,Physics,128,1.7733180862831235,0,2.0,2.0,4.0,1.0,No Win
37.0,1355.0,19.0,Physics,124,2.8982035800366113,1,3.0,1.0,31.0,1.0,No Win
32.0,3023.0,34.0,Literature,159,5.929333987670355,0,2.0,1.0,35.0,0.0,No Win
38.0,0.0,32.0,Medicine,21,1.5935437769279583,0,3.0,4.0,3.0,0.0,No Win
39.0,3858.0,24.0,Chemistry,97,2.319150385574493,0,4.0,0.0,29.0,1.0,No Win
53.0,2177.0,49.0,Medicine,53,5.671931602993951,0,1.0,3.0,26.0,1.0,No Win
40.0,3299.0,29.0,Chemistry,118,5.822053705154211,1,1.0,1.0,2.0,0.0,No Win
29.0,,26.0,Medicine,80,6.3975577920393984,0,1.0,0.0,32.0,0.0,No Win
39.0,1946.0,29.0,Economics,58,2.7907050032893554,0,0.0,2.0,9.0,1.0,No Win
32.0,3641.0,18.0,Medicine,111,4.345122038780879,1,1.0,1.0,34.0,2.0,No Win
39.0,1868.0,30.0,Economics,163,3.2450809629426973,0,2.0,3.0,43.0,1.0,No Win
33.0,735.0,34.0,Chemistry,137,5.057703523137661,0,1.0,3.0,31.0,0.0,No Win
33.0,1296.0,5.0,Economics,103,6.956880575782079,0,1.0,4.0,21.0,0.0,No Win
37.0,2688.0,23.0,Chemistry,77,3.3030352411353485,0,2.0,3.0,11.0,2.0,No Win
41.0,1740.0,22.0,Literature,97,5.202647112737604,0,4.0,2.0,9.0,1.0,Win
45.0,3109.0,27.0,Medicine,166,2.19027660895431,1,3.0,1.0,27.0,2.0,No Win
44.0,1589.0,11.0,Economics,40,,0,4.0,0.0,40.0,1.0,No Win
53.0,2504.0,13.0,Chemistry,15,1.0,0,1.0,1.0,34.0,1.0,No Win
34.0,3081.0,42.0,Literature,3,2.369403283645372,0,4.0,0.0,36.0,1.0,No Win
52.0,3637.0,31.0,Medicine,119,4.0854995584612706,0,4.0,4.0,18.0,0.0,No Win
34.0,2131.0,15.0,Medicine,175,7.55674986128486,0,5.0,4.0,32.0,1.0,No Win
38.0,3401.0,18.0,Peace,77,4.096395372010369,0,2.0,1.0,19.0,0.0,No Win
35.0,3556.0,19.0,Medicine,158,1.426562217399705,0,2.0,4.0,3.0,2.0,No Win
39.0,2660.0,26.0,Peace,118,3.9266949991529194,0,3.0,3.0,24.0,3.0,No Win
28.0,5575.0,24.0,Physics,80,5.754203853280294,0,3.0,3.0,12.0,0.0,No Win
36.0,3348.0,37.0,Chemistry,128,4.600316670554032,0,4.0,0.0,5.0,0.0,No Win
41.0,0.0,7.0,Economics,47,3.3147003069711376,0,4.0,3.0,46.0,1.0,No Win
47.0,3004.0,26.0,Peace,26,2.452022260129219,0,2.0,3.0,34.0,0.0,No Win
39.0,2040.0,46.0,Chemistry,109,5.331766113705432,0,3.0,3.0,25.0,0.0,No Win
49.0,4717.0,31.0,Literature,99,2.831303748527481,0,3.0,5.0,46.0,1.0,Win
42.0,1331.0,19.0,Medicine,124,3.7448232404701534,0,6.0,2.0,47.0,1.0,No Win
42.0,1126.0,31.0,Chemistry,194,3.228166213996343,0,3.0,2.0,40.0,1.0,No Win
38.0,1398.0,36.0,Medicine,1,4.010618039070545,0,,2.0,4.0,1.0,No Win
47.0,1162.0,12.0,Peace,193,2.964510089239499,0,,0.0,26.0,0.0,No Win
52.0,99.0,18.0,Physics,149,1.0,0,3.0,2.0,28.0,0.0,No Win
27.0,4530.0,32.0,Medicine,152,7.42898948288734,0,4.0,0.0,6.0,1.0,No Win
26.0,19.0,19.0,Peace,90,2.516979968453176,0,4.0,1.0,5.0,0.0,No Win
41.0,659.0,24.0,Medicine,101,3.052212386921146,0,7.0,2.0,32.0,2.0,No Win
36.0,2545.0,30.0,Peace,49,4.387688080350344,0,0.0,1.0,17.0,1.0,No Win
35.0,2357.0,38.0,Literature,80,2.3075585855905763,1,3.0,3.0,14.0,0.0,No Win
45.0,2578.0,14.0,Physics,35,5.522817921052434,0,4.0,2.0,25.0,2.0,No Win
41.0,3520.0,32.0,Peace,82,2.3158608199730635,0,3.0,1.0,49.0,0.0,No Win
40.0,1695.0,9.0,Peace,87,4.490284638850396,0,4.0,4.0,48.0,2.0,No Win
39.0,2648.0,21.0,Medicine,198,3.616808725592713,0,5.0,1.0,7.0,2.0,No Win
39.0,465.0,13.0,Literature,192,,0,4.0,1.0,45.0,0.0,No Win
34.0,0.0,19.0,Medicine,197,5.215160243098429,0,3.0,2.0,9.0,2.0,No Win
40.0,823.0,,Economics,75,4.614066462272051,0,3.0,,11.0,1.0,No Win
36.0,1664.0,27.0,Peace,193,3.485942845357973,0,3.0,2.0,43.0,2.0,No Win
33.0,0.0,32.0,Medicine,184,2.316044012080856,1,1.0,3.0,7.0,1.0,No Win
38.0,3126.0,26.0,Medicine,136,5.0554189608791225,0,4.0,1.0,7.0,3.0,No Win
25.0,3164.0,19.0,Economics,9,7.4120366940165745,0,5.0,2.0,5.0,2.0,No Win
48.0,889.0,20.0,Literature,39,4.842010788086845,0,2.0,0.0,46.0,1.0,No Win
44.0,4762.0,20.0,Chemistry,49,2.2825199438880057,0,0.0,2.0,17.0,1.0,No Win
45.0,1073.0,35.0,Peace,144,3.7849067427208616,0,1.0,2.0,5.0,3.0,No Win
34.0,398.0,23.0,Peace,18,9.46444378949965,0,2.0,4.0,1.0,1.0,No Win
45.0,3084.0,28.0,Peace,176,4.770366664018337,0,3.0,1.0,1.0,0.0,No Win
34.0,1955.0,14.0,Chemistry,190,3.518721064698421,0,3.0,1.0,40.0,1.0,No Win
36.0,2974.0,19.0,Economics,167,2.295435187457394,0,1.0,1.0,35.0,0.0,No Win
34.0,4116.0,14.0,Physics,85,5.127017505560486,0,2.0,0.0,45.0,1.0,No Win
35.0,0.0,5.0,Physics,111,7.06707672003658,0,6.0,5.0,19.0,,No Win
36.0,1040.0,26.0,Literature,122,1.0,0,3.0,1.0,15.0,0.0,No Win
39.0,1502.0,34.0,Physics,175,2.54554528160181,0,1.0,2.0,14.0,1.0,No Win
46.0,2063.0,14.0,Chemistry,55,3.490299254059717,0,4.0,2.0,41.0,0.0,No Win
37.0,1757.0,23.0,Literature,144,3.460388735765428,0,5.0,2.0,37.0,1.0,No Win
46.0,783.0,5.0,Peace,128,4.810371497162041,0,3.0,1.0,29.0,3.0,No Win
50.0,3195.0,23.0,Chemistry,36,7.9306759037614825,0,3.0,2.0,1.0,4.0,No Win
30.0,2424.0,28.0,Medicine,65,2.2092096291337437,0,5.0,2.0,32.0,0.0,No Win
28.0,1396.0,29.0,Chemistry,97,1.707514604153174,0,0.0,3.0,44.0,0.0,No Win
44.0,2604.0,23.0,Literature,47,2.8222366166999135,0,1.0,1.0,48.0,1.0,No Win
44.0,0.0,33.0,Chemistry,148,4.69806239144465,0,2.0,3.0,43.0,0.0,No Win
48.0,890.0,25.0,Peace,71,3.919011682701835,0,2.0,4.0,47.0,1.0,No Win
46.0,774.0,26.0,Physics,139,1.4599780442758772,0,2.0,1.0,27.0,0.0,No Win
46.0,2719.0,35.0,Physics,171,1.0,0,3.0,5.0,15.0,0.0,No Win
37.0,60.0,22.0,Medicine,46,2.215423812890668,0,1.0,1.0,33.0,0.0,No Win
49.0,1054.0,16.0,Physics,4,2.429019031299485,0,0.0,2.0,26.0,2.0,No Win
,1384.0,53.0,Literature,74,5.633850313274428,1,0.0,1.0,43.0,0.0,No Win
56.0,748.0,40.0,Physics,95,7.890418793066798,0,8.0,1.0,45.0,0.0,No Win
39.0,3369.0,18.0,Literature,163,3.5956065359681286,0,3.0,1.0,5.0,1.0,No Win
52.0,2341.0,43.0,Peace,143,5.164235659395781,0,5.0,0.0,27.0,1.0,No Win
52.0,2308.0,24.0,Peace,191,4.948337189201189,0,2.0,2.0,20.0,0.0,No Win
39.0,496.0,36.0,Chemistry,101,4.530067133533099,0,4.0,1.0,24.0,0.0,No Win
47.0,1922.0,40.0,Chemistry,68,6.25495445744772,0,4.0,,48.0,1.0,No Win
51.0,1924.0,13.0,Chemistry,161,5.858693380461196,0,2.0,1.0,42.0,0.0,No Win
33.0,0.0,28.0,Physics,175,5.681013745233361,1,2.0,3.0,18.0,1.0,Win
44.0,791.0,26.0,Literature,122,5.742434363401088,0,3.0,2.0,38.0,0.0,No Win
35.0,1661.0,40.0,Physics,187,4.927449547776873,0,2.0,5.0,44.0,,No Win
32.0,942.0,39.0,Physics,99,1.0,0,2.0,2.0,37.0,1.0,No Win
58.0,787.0,26.0,Medicine,6,3.059804875767001,0,4.0,2.0,28.0,0.0,No Win
39.0,3600.0,36.0,Literature,41,4.973642690837014,0,3.0,0.0,34.0,1.0,No Win
33.0,1109.0,12.0,Literature,147,3.8065237615067367,0,,2.0,42.0,2.0,No Win
38.0,1567.0,24.0,Medicine,31,2.4216919614857417,0,0.0,1.0,46.0,,No Win
46.0,798.0,25.0,Chemistry,48,5.133938701472043,0,1.0,2.0,,2.0,No Win
37.0,916.0,38.0,Physics,56,5.243615465555542,0,3.0,3.0,32.0,2.0,No Win
42.0,0.0,41.0,Physics,176,5.4378891265292575,0,5.0,,19.0,2.0,No Win
43.0,1100.0,23.0,Medicine,84,4.2165869162712815,0,4.0,1.0,36.0,0.0,No Win
41.0,134.0,19.0,Literature,17,2.8115776620894124,0,4.0,3.0,14.0,2.0,No Win
35.0,,18.0,Physics,49,1.7591570121015172,0,1.0,1.0,12.0,0.0,No Win
50.0,1809.0,28.0,Medicine,140,4.336830921383067,0,4.0,3.0,32.0,4.0,No Win
41.0,2012.0,32.0,Medicine,51,3.948574886859822,0,2.0,1.0,19.0,1.0,No Win
45.0,2452.0,25.0,Literature,32,6.46183650007168,0,3.0,2.0,12.0,2.0,No Win
35.0,2698.0,14.0,Economics,162,2.513779815619868,0,6.0,2.0,45.0,0.0,No Win
51.0,857.0,,Physics,182,3.4128488689959413,0,3.0,3.0,4.0,2.0,No Win
32.0,3516.0,12.0,Physics,11,5.6065908103015545,1,3.0,2.0,5.0,1.0,No Win
41.0,750.0,15.0,Medicine,190,4.616936473758545,1,1.0,4.0,26.0,0.0,No Win
50.0,0.0,32.0,Chemistry,18,2.8980542691887887,0,1.0,1.0,30.0,0.0,No Win
42.0,2489.0,22.0,Economics,118,2.5034757668445735,0,5.0,0.0,46.0,1.0,No Win
44.0,583.0,15.0,Physics,113,3.1729118543112538,0,6.0,3.0,22.0,3.0,No Win
49.0,2319.0,33.0,Chemistry,173,4.31799504347954,1,0.0,2.0,4.0,0.0,No Win
35.0,716.0,16.0,Literature,56,7.834899056473146,0,1.0,1.0,26.0,2.0,No Win
37.0,0.0,9.0,Economics,30,3.024072965670554,0,3.0,5.0,18.0,0.0,No Win
39.0,2284.0,48.0,Literature,8,5.528857323145855,0,3.0,6.0,25.0,0.0,No Win
39.0,0.0,21.0,Literature,48,3.591041338835525,0,1.0,2.0,43.0,1.0,No Win
41.0,3956.0,39.0,Economics,154,2.474320820107053,0,1.0,2.0,4.0,2.0,No Win
46.0,1581.0,24.0,Peace,134,1.825660161226096,0,0.0,2.0,5.0,0.0,No Win
40.0,2298.0,39.0,Economics,77,3.0599981835097005,0,2.0,2.0,18.0,1.0,No Win
37.0,3490.0,26.0,Peace,13,3.6297886380131072,0,4.0,5.0,19.0,1.0,No Win
48.0,1641.0,46.0,Physics,122,4.553125912850617,1,1.0,0.0,11.0,0.0,No Win
41.0,2606.0,23.0,Economics,109,4.383094764752682,0,5.0,0.0,13.0,0.0,No Win
45.0,4480.0,20.0,Peace,70,1.0,0,3.0,4.0,16.0,4.0,No Win
45.0,0.0,24.0,Chemistry,90,4.787512178656294,1,3.0,1.0,7.0,0.0,No Win
32.0,1589.0,43.0,Medicine,98,1.0,0,5.0,2.0,46.0,1.0,No Win
36.0,2846.0,23.0,Medicine,179,3.818813820202819,1,4.0,1.0,1.0,2.0,No Win
