Games_Played_Last_5,Avg_Performance_Rating,Injury_Count_Last_Season,Recovery_Status,Disciplinary_Actions,Player_Role,Match_Importance,Fitness_Score,Travel_Fatigue_Index,Coach_Preference_Flag,Team_Need_For_Role,Target
5.0,6.473291217238875,0.0,Full,0.0,Defender,Medium,4.360709469521028,2.8980489121860566,0,0,Selected
3.0,6.621643177953086,0.0,Rehab,0.0,Midfielder,Medium,4.588932681549684,1.4085569660786257,1,0,Selected
,7.79805431341437,0.0,Partial,0.0,Goalkeeper,High,7.057250314584872,2.890280651976138,0,1,Not Selected
4.0,6.720167371524137,0.0,Rehab,1.0,Goalkeeper,Low,6.420590095708052,0.2969190254179761,1,1,Selected
0.0,8.71495379332079,0.0,Rehab,0.0,Forward,Medium,5.8735915970931565,2.093886237103902,0,1,Selected
5.0,7.397246973084977,0.0,Rehab,0.0,Goalkeeper,High,5.390605767501941,1.8813991445172578,0,0,Not Selected
0.0,8.612356251301446,0.0,Partial,0.0,Defender,Medium,7.525318552595953,4.1860634618565085,0,1,Not Selected
0.0,6.50699622694475,0.0,Partial,0.0,,Low,7.086779940726806,2.7571168983572174,0,1,Not Selected
2.0,1.1252876585228382,0.0,Partial,1.0,Goalkeeper,High,4.383612149496288,1.0312585130945484,0,0,Not Selected
1.0,7.492627317950887,0.0,Rehab,0.0,Forward,Medium,6.592470014269325,0.5763704271172392,0,1,Not Selected
0.0,5.760325508223894,2.0,Partial,0.0,Midfielder,High,3.7247966467867153,2.0948597241089724,0,0,Not Selected
1.0,9.893397037809615,1.0,Full,0.0,Midfielder,High,6.448811439330365,4.667813844353775,0,0,Selected
2.0,8.415368419518115,0.0,Partial,1.0,Defender,Low,5.4187547189255465,4.499297344039515,1,1,Not Selected
3.0,2.4898745690007713,0.0,Rehab,0.0,Midfielder,Low,6.885316871563962,0.3613851815415039,0,1,Not Selected
0.0,4.277832827262338,1.0,Rehab,0.0,Defender,High,9.250598323351134,3.509533494380932,0,1,Not Selected
5.0,7.087668257786129,0.0,Partial,0.0,Forward,Medium,6.07649777040696,3.79836954574837,0,0,Not Selected
2.0,1.7396491593744203,0.0,Partial,0.0,Defender,High,7.659730200191385,3.2219461767999533,0,1,Not Selected
3.0,3.3293957039861506,0.0,Rehab,0.0,Goalkeeper,Low,7.701216069751749,3.0590665745715224,1,1,Not Selected
1.0,7.607514835487993,0.0,Full,0.0,Goalkeeper,High,6.862220760246829,2.6052783372848336,0,1,Not Selected
0.0,5.261124219218584,1.0,Full,0.0,Goalkeeper,High,6.423095834179282,2.199430316148555,0,0,Not Selected
3.0,7.732521631163207,0.0,Rehab,1.0,Midfielder,Low,6.741243536250869,1.9373524663316615,0,1,Selected
2.0,8.561678954907602,0.0,Partial,0.0,Forward,High,6.799914452736914,3.7460813595220714,0,0,Not Selected
0.0,6.464954072937677,0.0,Partial,0.0,Forward,High,6.822206707690344,1.2530089432119949,0,0,Not Selected
4.0,6.7813192616616265,0.0,Partial,0.0,Goalkeeper,Low,9.37605697963199,4.390487706401631,0,1,Not Selected
2.0,4.531127995985303,2.0,Partial,1.0,Forward,Medium,3.965171717566165,0.7544430562572022,1,0,Not Selected
0.0,3.696567416165396,0.0,Partial,1.0,Forward,Medium,6.830322090117371,1.5313288392978048,0,0,Not Selected
2.0,6.852035411135492,0.0,Rehab,0.0,Goalkeeper,High,10.0,3.1630966761282435,0,0,Not Selected
2.0,8.092393907379877,0.0,Rehab,0.0,Forward,Low,6.5188376289602985,,0,0,Selected
5.0,10.0,0.0,Full,1.0,Defender,Low,4.33960062274663,3.5562659077139998,1,0,Not Selected
1.0,4.445759399562151,0.0,Partial,1.0,Goalkeeper,Medium,5.392379491271814,3.8704832440055243,0,1,Selected
2.0,6.240792397409706,0.0,Full,0.0,Forward,High,5.5190054344516835,1.6564587218813744,0,1,Not Selected
,4.911174182032187,1.0,Full,0.0,Defender,High,6.305354664134775,3.6986288835809,0,0,Not Selected
2.0,5.123392969297397,0.0,Rehab,0.0,Defender,High,7.821197439419277,,0,0,Not Selected
5.0,7.286059381964675,0.0,Full,0.0,Midfielder,High,6.708558425297134,4.229261440118378,0,1,Selected
2.0,9.0008622673674,1.0,Rehab,0.0,Forward,High,7.44313122322874,3.77392188840061,0,0,Not Selected
4.0,3.7343305794608943,0.0,Full,0.0,Defender,Low,7.8834497159503405,1.1000093734340224,0,0,Selected
2.0,2.754235413597699,0.0,Rehab,0.0,Forward,Low,6.184606909741827,1.173333527116547,0,0,Not Selected
2.0,8.258876139632344,1.0,Rehab,0.0,Goalkeeper,High,9.142716519705216,1.7462450475942135,0,0,Selected
4.0,8.598159703428486,0.0,Rehab,0.0,Midfielder,High,7.835053957530582,2.5910689220012975,0,0,Not Selected
0.0,5.643073222897006,0.0,Full,0.0,Goalkeeper,Low,7.594766597305401,0.0,0,0,Not Selected
3.0,6.73268328983773,1.0,Partial,1.0,Defender,Low,7.846613219699899,2.680428047091222,0,0,Not Selected
3.0,5.525168911205141,1.0,Rehab,0.0,Defender,Low,6.658996757303336,4.344850297543742,0,1,Not Selected
5.0,7.0517251263459935,0.0,Rehab,0.0,Midfielder,Low,7.276721310816732,2.225830195982739,0,1,Not Selected
1.0,7.369503009942227,2.0,Partial,0.0,Midfielder,Low,7.402684647929964,0.0,0,1,Not Selected
0.0,4.256793361380884,1.0,Partial,0.0,Forward,High,8.3185989652595,4.171749580905372,0,0,Not Selected
5.0,6.012458260357215,0.0,Rehab,0.0,Forward,High,5.911368321206953,3.717443649834837,1,0,Not Selected
4.0,8.571116962542147,2.0,Full,0.0,Goalkeeper,Low,7.579889097248955,2.0292290938125586,0,1,Not Selected
4.0,10.0,0.0,Full,0.0,Defender,Medium,7.487836327468363,1.0909398520974865,0,0,Not Selected
1.0,4.149261581226712,1.0,Rehab,0.0,Defender,Medium,8.342046355708273,3.23729380023582,0,1,Not Selected
3.0,5.131293485940346,0.0,Partial,0.0,Defender,Medium,7.296461427519183,2.0906628168756836,0,1,Not Selected
3.0,9.215828489575129,2.0,Rehab,0.0,Goalkeeper,High,5.946519611203872,1.8408521552779349,0,1,Selected
2.0,7.898689483085605,0.0,Full,0.0,Forward,Low,7.948006738349069,3.0671489640701104,0,0,Not Selected
5.0,1.4128966658168007,0.0,Rehab,0.0,Goalkeeper,Low,7.448985229608992,4.453622562223309,0,0,Not Selected
5.0,8.275608398514464,1.0,Partial,0.0,Defender,High,5.771228068803677,2.3717209107929356,0,0,Not Selected
0.0,10.0,1.0,Full,0.0,Forward,Low,6.4594736166725975,4.831166326226067,0,1,Not Selected
2.0,5.399454533774069,2.0,Rehab,1.0,Defender,High,8.139438098103247,3.19246839892413,1,0,Not Selected
2.0,8.022860630074991,2.0,Rehab,1.0,Forward,Medium,6.885508892324643,1.5482116596537032,0,0,Not Selected
3.0,8.194707862882423,2.0,Rehab,1.0,Defender,High,5.414847275199593,1.736134804163449,0,1,Not Selected
3.0,7.634444941051144,2.0,Rehab,0.0,Defender,Low,7.205859394164114,2.64989731060985,0,1,Not Selected
1.0,6.918119948640603,0.0,Partial,0.0,Defender,High,6.390619184171385,,0,1,Selected
0.0,,0.0,Full,0.0,Forward,Medium,8.192234521976035,3.546995469912278,0,1,Selected
3.0,5.181419497579437,1.0,Rehab,0.0,Midfielder,High,6.526733769486276,4.938650691633761,0,0,Not Selected
0.0,4.17187958364355,0.0,Rehab,0.0,Midfielder,Low,9.31063851044034,1.7817128647514036,0,0,Not Selected
3.0,10.0,0.0,Rehab,0.0,Goalkeeper,Low,8.959184800581056,1.3994007560934154,0,0,Not Selected
4.0,5.576834031524286,1.0,Rehab,0.0,Midfielder,Low,8.671398889677151,2.5468552120376127,0,0,Selected
1.0,6.8125665493515735,0.0,Rehab,0.0,Goalkeeper,High,6.037477227893851,4.240522853268661,0,0,Not Selected
1.0,9.07666874188808,1.0,Rehab,0.0,Midfielder,,6.558537471250737,3.654862871260547,0,1,Not Selected
,7.834575214108998,0.0,Partial,1.0,Goalkeeper,Medium,5.672378352917009,0.02498288257982839,0,0,Not Selected
3.0,6.692974903488929,0.0,Rehab,0.0,Forward,Medium,9.336118831621288,1.5701105830410143,0,1,Selected
4.0,9.227867156052929,0.0,Full,0.0,Defender,High,7.380330614847757,1.4062561587831128,1,0,Not Selected
2.0,7.579655698725365,0.0,Rehab,0.0,Forward,High,7.142660429151334,2.3191668829726,0,1,Not Selected
0.0,9.74868253703465,1.0,Rehab,0.0,Defender,Low,5.523541647712609,2.0970158455638277,1,0,Not Selected
5.0,4.846964458813476,0.0,Rehab,0.0,Forward,Low,8.760302819659422,4.719554817045004,0,1,Not Selected
0.0,8.332751313132297,0.0,Full,0.0,Goalkeeper,High,9.748350548123751,0.6151479465859455,0,0,Not Selected
2.0,5.796759643826499,1.0,Partial,0.0,Goalkeeper,High,4.225988124461374,0.0,0,0,Not Selected
1.0,3.106312674569653,1.0,Partial,1.0,Defender,High,6.694148578511763,1.8821975620457132,1,1,Selected
4.0,5.65162334664215,0.0,Partial,0.0,Defender,High,7.518289199117168,1.6654858240259238,0,1,Selected
5.0,8.911621421541192,0.0,Full,0.0,Defender,Medium,8.047085288978236,1.0284535078240702,0,1,Selected
4.0,9.315381073673798,0.0,Full,0.0,Goalkeeper,Low,5.123346564692257,0.45074275665524777,0,1,Selected
4.0,3.261997218895888,0.0,Partial,0.0,Defender,Low,9.744262485586098,4.1775668009210465,0,0,Not Selected
5.0,6.872623406222787,0.0,Partial,1.0,Defender,Medium,5.243305634086579,0.0,0,0,Not Selected
2.0,9.347100631903478,,Full,0.0,Defender,Medium,7.974129919033608,4.37355156792582,0,0,Selected
3.0,6.270679465787374,1.0,Rehab,0.0,Midfielder,Low,9.433888690471742,3.820783508368488,1,1,Not Selected
2.0,6.276608018269915,1.0,Full,0.0,Forward,Low,7.371534875801606,2.1655325353489046,0,1,Not Selected
2.0,7.47784599435259,0.0,Partial,0.0,Midfielder,Low,5.422704956227783,4.3558031026669575,0,1,Not Selected
4.0,4.531484388438631,0.0,Full,0.0,Defender,Medium,7.235717437274105,0.7626701400034883,0,0,Not Selected
5.0,8.530671317623732,0.0,Full,0.0,Midfielder,High,6.739313072240887,2.5145668900995726,0,1,Not Selected
1.0,5.430529976332568,0.0,Full,0.0,Midfielder,High,5.52535839269059,2.6919373706199363,0,1,Not Selected
4.0,8.700098164942688,0.0,Full,1.0,Midfielder,High,8.853284447702444,1.4471330023375621,0,0,Not Selected
3.0,6.23987128887818,1.0,Rehab,0.0,Goalkeeper,High,5.367368832337689,2.3621783782356447,0,1,Not Selected
5.0,7.055349474830277,0.0,Full,0.0,Defender,Low,7.374654361512155,3.7358152690651263,1,0,Not Selected
2.0,6.250588308153953,0.0,Rehab,0.0,Defender,Low,6.492630245665652,3.7942286878143934,1,1,Not Selected
3.0,4.719657168672727,0.0,Full,1.0,Goalkeeper,Low,8.549366408701033,3.6591399544387886,0,0,Selected
5.0,4.365102640979102,0.0,Partial,0.0,Forward,Medium,7.923278364237878,3.274504030198923,0,1,Selected
5.0,5.298501841280414,0.0,Rehab,0.0,Defender,Medium,8.31352534377532,4.648963704474572,0,0,Not Selected
0.0,10.0,1.0,Rehab,1.0,Goalkeeper,Medium,6.438208668486711,0.4658561933925842,0,1,Not Selected
2.0,6.225130268719632,1.0,Rehab,0.0,Goalkeeper,High,6.249107195742913,2.079050473160368,0,0,Not Selected
0.0,4.7567965493447435,0.0,Full,0.0,Defender,Medium,5.063237303688788,5.90318933404251,1,1,Not Selected
2.0,9.079356995419111,1.0,Partial,1.0,Midfielder,Low,8.165453233293704,4.282939879587579,0,0,Not Selected
4.0,5.4082815698327344,0.0,Full,0.0,Forward,Medium,10.0,3.6147540870868258,0,0,Not Selected
4.0,8.304429516681951,1.0,Partial,0.0,Goalkeeper,High,4.241519585173803,3.7332884904260673,0,0,Not Selected
3.0,5.9760644119831765,0.0,Rehab,0.0,Goalkeeper,Low,7.6726277415635264,4.516540893385532,0,0,Not Selected
0.0,3.429441717277597,0.0,Full,0.0,Defender,,3.518073750935269,2.6636264113956427,0,1,Not Selected
1.0,5.996541482104718,0.0,Rehab,0.0,Goalkeeper,Low,6.844802788921289,3.1796892567582713,1,0,Not Selected
1.0,4.706872883095016,0.0,Rehab,0.0,Goalkeeper,Medium,9.53907750813112,3.1334141364836507,0,0,Not Selected
5.0,7.203212280642263,1.0,Rehab,0.0,Midfielder,Low,4.903366504081561,4.089834629753739,0,1,Not Selected
4.0,6.282757903217591,1.0,Rehab,0.0,Forward,High,5.471305111593022,4.331728246282936,0,1,Not Selected
1.0,7.809604810831308,0.0,Full,2.0,Goalkeeper,Medium,8.640773202382702,2.604429115862053,0,0,Not Selected
3.0,5.195672296480489,0.0,Full,0.0,Defender,Low,8.31571818750465,5.6736114919857314,0,1,Not Selected
5.0,8.117027689827795,1.0,Rehab,0.0,Midfielder,Low,4.569563181513607,4.202216751322444,0,1,Not Selected
0.0,9.183931578810089,0.0,Partial,0.0,Goalkeeper,Low,8.345149024595253,1.8404019564723049,0,0,Selected
3.0,8.639125980816557,0.0,Partial,0.0,Goalkeeper,Low,8.546460600502481,2.581350968834685,1,0,Not Selected
0.0,8.071868946204582,0.0,Rehab,0.0,Forward,Medium,4.142353972618186,2.8479275312992263,0,1,Not Selected
2.0,9.920747510231866,1.0,Rehab,0.0,Midfielder,Low,7.785757232491431,3.837099812724473,0,0,Not Selected
1.0,4.511611051721353,1.0,Partial,0.0,Midfielder,Low,7.626363315054313,2.963307122504673,0,1,Not Selected
0.0,5.221517700711872,0.0,Full,0.0,Forward,High,8.495454290086201,2.708477063499258,0,0,Selected
2.0,5.456939374985321,,Rehab,0.0,Goalkeeper,High,6.698432116326802,1.84267766451047,0,0,Not Selected
1.0,5.14488087122181,1.0,Full,0.0,Goalkeeper,Medium,8.8025887916193,3.550253380500833,1,0,Not Selected
3.0,8.259357344938563,0.0,Full,0.0,Goalkeeper,Medium,6.014804105943363,3.1737744488769355,1,1,Selected
5.0,10.0,0.0,Rehab,0.0,Forward,High,6.681558535547977,1.197309730226238,1,1,Not Selected
5.0,3.5865249313538943,0.0,Rehab,1.0,Midfielder,Medium,10.0,4.498850392365316,1,1,Not Selected
1.0,7.251371893678786,1.0,Rehab,0.0,Goalkeeper,High,6.893113598093937,1.3581975532172825,0,1,Not Selected
1.0,7.375639613560651,0.0,Partial,0.0,Midfielder,Low,7.035498445193231,4.604504952839004,0,0,Not Selected
0.0,5.151475126861361,0.0,Full,0.0,Goalkeeper,High,8.59297543921408,3.297175777683345,0,1,Selected
4.0,6.250340128458445,0.0,Full,0.0,Forward,High,7.593094488783636,2.975043160580829,1,1,Not Selected
0.0,9.138045456945477,0.0,Full,0.0,Forward,High,5.662942196991261,2.310895705933393,0,1,Not Selected
2.0,7.935086953686275,0.0,Partial,0.0,Forward,High,8.022719004799997,5.06279389088443,0,1,Not Selected
1.0,7.162751142245327,2.0,Rehab,0.0,,Medium,8.842128695883723,4.319739601408329,1,0,Not Selected
0.0,5.168836187352433,0.0,Partial,0.0,Midfielder,Medium,8.82258367175799,0.88089609139963,0,1,Selected
3.0,6.3851598304228645,0.0,Full,1.0,Goalkeeper,High,10.0,1.0727538961226806,0,1,Not Selected
5.0,5.529442638444479,0.0,Partial,1.0,Midfielder,High,5.722703505621769,0.24826470215663132,0,0,Not Selected
3.0,5.289260526200536,0.0,Partial,0.0,Defender,Medium,5.13903801857313,2.998340779862754,0,1,Not Selected
3.0,2.956661305566951,1.0,Partial,0.0,Midfielder,High,5.151397543410692,5.181131546570194,0,0,Not Selected
4.0,7.47961964150185,0.0,Partial,0.0,Goalkeeper,High,4.77685433408729,3.2291198757231023,0,1,Not Selected
1.0,3.6117298261277146,0.0,Partial,0.0,Forward,Low,9.530604468873383,3.5173265706884003,0,0,Not Selected
2.0,9.41140400852153,0.0,Partial,0.0,Defender,High,6.1049753747056235,3.6391011425164512,0,0,Not Selected
5.0,5.643568688301323,1.0,Rehab,2.0,Forward,High,10.0,3.792296273003701,0,1,Not Selected
3.0,9.483851924414326,0.0,Partial,1.0,Midfielder,Low,6.844791452844818,5.240665267686118,0,0,Not Selected
0.0,7.125731756792421,1.0,Full,0.0,Defender,Medium,6.487150254010367,1.9076568240001153,0,1,Not Selected
0.0,8.615721323971444,0.0,Partial,0.0,Defender,High,5.767333546895531,1.1859594532151085,0,0,Not Selected
0.0,5.092981918851437,0.0,Partial,0.0,Defender,High,9.353344063398985,3.2841493293941264,0,0,Selected
0.0,5.640443160851586,0.0,Rehab,0.0,Goalkeeper,Medium,5.911718843516727,3.85635071820835,1,0,Not Selected
3.0,7.331208713742194,0.0,Rehab,0.0,Goalkeeper,Low,6.744164274899967,2.5810906662803017,0,1,Not Selected
0.0,7.00732682900132,1.0,Partial,1.0,Midfielder,Low,8.863028478117862,0.08556467849208138,0,1,Not Selected
4.0,3.1278283787257806,0.0,Full,0.0,Midfielder,Medium,9.811531182098728,3.4002256408665907,0,1,Not Selected
1.0,7.70226867059983,0.0,Partial,0.0,Defender,High,8.76482577092385,3.662026816924887,1,0,Selected
3.0,4.03257651707922,,Rehab,0.0,Forward,Low,7.110428372183563,1.9722072408081464,0,1,Selected
2.0,8.209080732845262,1.0,Rehab,0.0,Midfielder,High,7.518697856197559,4.028641467678982,0,0,Not Selected
5.0,6.319302907819462,0.0,Partial,0.0,Forward,High,6.547384389271455,2.6025252603639393,0,1,Selected
4.0,9.544353207000945,0.0,Full,0.0,Defender,Low,7.114375482923018,2.2532838983086387,0,1,Not Selected
5.0,6.728354488848087,0.0,Full,0.0,Defender,High,7.918211981577864,4.021158449789143,0,0,Not Selected
5.0,8.087616580299128,0.0,Full,0.0,Goalkeeper,High,6.898834483254542,3.2027690735557295,0,0,Not Selected
4.0,4.905868100198419,0.0,Rehab,0.0,Goalkeeper,High,5.450035927645569,0.0,0,0,Not Selected
4.0,2.851932154628715,0.0,Partial,0.0,Midfielder,High,5.548930060970771,3.362267076465076,0,1,Not Selected
3.0,3.824759465937721,0.0,Rehab,0.0,Goalkeeper,High,5.937517690114478,3.1231999480382604,0,1,Not Selected
4.0,1.0,0.0,Partial,1.0,Goalkeeper,High,6.4028149355336685,2.979577632623148,0,1,Not Selected
5.0,7.1268019246933205,1.0,Full,0.0,Defender,High,8.178211258928195,2.864855761964167,0,1,Not Selected
4.0,4.278348728890313,0.0,Full,0.0,Goalkeeper,High,6.380862358634464,2.5713028032796377,0,0,Not Selected
4.0,7.810990726080778,0.0,Partial,0.0,Forward,Low,3.613296510008446,3.5081479908253606,0,0,Not Selected
5.0,6.630597231895567,1.0,Partial,1.0,Defender,Low,6.869080054764655,2.9719806784621103,0,0,Not Selected
5.0,6.1719904518092115,0.0,Full,0.0,Forward,High,8.076143980648613,3.2304928415582626,0,1,Not Selected
2.0,7.966288700803332,1.0,Full,0.0,Defender,High,6.790013464753497,3.5332449997049555,1,1,Not Selected
0.0,8.781830783728129,0.0,Full,1.0,Defender,High,9.402849800422754,5.5111853624044915,0,0,Not Selected
1.0,6.107183403920547,0.0,Full,0.0,Goalkeeper,Medium,8.736989145139527,3.2215037316658934,1,1,Not Selected
4.0,6.9006827964015915,0.0,Full,0.0,Defender,Low,9.165113991624446,3.400959836701083,0,0,Not Selected
0.0,6.307765827358411,0.0,Partial,1.0,Defender,High,6.583229357106983,2.5318903592037576,0,0,Not Selected
0.0,9.276542187600398,0.0,Rehab,0.0,Midfielder,Low,5.3907298356904025,2.5465984491989255,0,1,Not Selected
3.0,5.611098283742111,0.0,Rehab,1.0,Forward,High,7.323054788893907,2.4690394410574816,0,0,Not Selected
1.0,7.073825219048542,1.0,Partial,0.0,Defender,High,6.362945109578046,4.532715306463501,0,0,Not Selected
1.0,6.354376848449345,0.0,Partial,0.0,Midfielder,Low,10.0,1.9840077631744548,0,1,Selected
5.0,4.259597596140145,1.0,Partial,0.0,Goalkeeper,Low,7.420526901757605,4.653430670315755,0,0,Not Selected
2.0,5.7051362832851655,0.0,Full,0.0,Goalkeeper,Medium,8.6224951879612,3.3276120214371145,0,1,Not Selected
1.0,5.887761581919675,2.0,Rehab,0.0,Forward,Medium,7.915491259267014,2.662277285691956,0,0,Not Selected
0.0,8.914818845584335,1.0,Partial,0.0,Goalkeeper,Medium,5.567258171022571,5.657047839052784,0,0,Not Selected
0.0,5.6216739842221255,2.0,Partial,1.0,Forward,Low,3.9268358791251305,2.9262916561816765,1,0,Not Selected
2.0,5.256976893994853,2.0,Partial,0.0,Midfielder,Low,6.1723726826334815,4.8062440840414276,0,1,Not Selected
0.0,6.474001260455553,0.0,Full,0.0,Midfielder,High,7.6458421439818105,1.1042615170102166,0,1,Selected
2.0,4.8154451212068246,0.0,Full,0.0,Defender,High,7.203289225139178,0.4189092834847443,0,0,Not Selected
2.0,5.252818186741119,1.0,Rehab,0.0,Defender,Medium,7.244960625199544,3.905712864327723,0,1,Not Selected
4.0,6.871516564827988,1.0,Full,1.0,Midfielder,High,6.23941159079631,0.7243483684409893,0,1,Not Selected
3.0,7.1991108580523075,0.0,Partial,1.0,Goalkeeper,Low,7.671584056573659,0.5262675593720698,0,0,Not Selected
2.0,6.383772378621709,1.0,Full,0.0,Forward,Medium,4.748828132874056,4.71825675956222,1,1,Not Selected
3.0,6.563143188866981,0.0,Partial,0.0,Defender,Medium,7.115550049328229,0.863323276362534,0,1,Not Selected
,8.714857042411646,1.0,Full,1.0,Defender,High,6.39256603057955,3.8783914017040706,0,1,Selected
0.0,7.052796487974911,2.0,Partial,0.0,Forward,Medium,8.001940617635183,2.161493090033657,0,0,Selected
0.0,2.6340446569878897,1.0,Rehab,0.0,Goalkeeper,High,4.724755590190836,4.272804109644714,0,0,Not Selected
5.0,4.991769372417382,0.0,Partial,0.0,Forward,High,4.612901156592104,2.537964008148256,0,0,Not Selected
5.0,3.3793325849983695,0.0,Partial,0.0,Midfielder,High,7.5011777138732345,2.2448069405651108,0,1,Not Selected
1.0,7.061391973775264,0.0,Full,0.0,Goalkeeper,High,6.2182467291537025,3.4179523583127014,0,1,Selected
5.0,4.726917801018162,0.0,Rehab,1.0,Midfielder,Low,5.5403054374471115,4.162542759791358,0,0,Not Selected
0.0,5.945380680350391,0.0,Partial,0.0,Goalkeeper,Medium,9.936944095639848,4.246824478250613,0,1,Selected
3.0,4.181549870333971,1.0,Partial,0.0,Goalkeeper,Medium,8.053151114693756,3.563948312467566,1,0,Not Selected
3.0,5.955938751756123,0.0,Full,0.0,Goalkeeper,Medium,4.44617889617822,0.5320233183827425,0,1,Selected
5.0,3.834026029407768,2.0,Rehab,0.0,Midfielder,Low,9.204731965499064,4.549958394597071,0,1,Selected
2.0,4.725709165204615,0.0,Rehab,2.0,Forward,Medium,8.4184697723941,3.050487752286191,0,1,Selected
0.0,10.0,1.0,Full,0.0,Goalkeeper,Medium,6.67582914951995,2.8241464134646432,0,0,Not Selected
3.0,7.893782674749737,0.0,Rehab,0.0,Defender,Medium,8.797033718724876,3.4544837891123157,0,1,Not Selected
5.0,8.417422589011684,2.0,Partial,0.0,Defender,Low,6.826797001737704,3.5341619752604796,0,1,Selected
4.0,3.5077844196483547,0.0,Rehab,1.0,Goalkeeper,Low,6.010377032283994,3.7619894940610465,0,0,Not Selected
2.0,4.913657151864405,1.0,Full,0.0,Forward,Low,4.829993262370838,2.962408290870234,0,1,Not Selected
0.0,3.988458154700639,0.0,Partial,0.0,Goalkeeper,Low,8.499286861785308,2.341465340465599,0,0,Not Selected
2.0,7.158138764639601,1.0,Full,0.0,Forward,Low,6.376756429227773,2.805996795791379,0,0,Not Selected
0.0,5.27085115762412,0.0,Partial,0.0,Defender,Low,7.49707698024885,3.444370749279988,0,1,Not Selected
4.0,6.063738345536539,0.0,Rehab,0.0,Forward,Low,6.106900832749483,3.2520511190634216,0,0,Not Selected
5.0,7.201924335952605,0.0,Full,0.0,Forward,Low,5.143446016040829,0.0,0,1,Not Selected
1.0,,0.0,Partial,0.0,Goalkeeper,Medium,6.855676579341819,2.7361244808017733,0,0,Not Selected
0.0,5.512624535637828,1.0,Full,0.0,Midfielder,Medium,6.291817691533939,1.3475180354491942,0,1,Not Selected
2.0,7.529188943130789,0.0,,0.0,Midfielder,Medium,6.556855597753036,3.7983424783789106,0,0,Not Selected
0.0,5.581052100294485,0.0,Full,0.0,Defender,High,6.390666377942567,0.0,0,0,Not Selected
1.0,7.443771186411454,0.0,Full,0.0,Defender,,10.0,2.1974110766455124,0,0,Not Selected
4.0,6.864855815270219,0.0,Rehab,0.0,Defender,Low,5.812592157656479,2.788648427902269,0,0,Selected
5.0,6.915099260598328,0.0,Full,0.0,Forward,Medium,5.6405070498501155,3.7529436334879573,0,1,Not Selected
5.0,7.713532265090277,1.0,Rehab,1.0,Forward,Medium,7.678907810881216,4.091922632576223,0,0,Not Selected
2.0,7.743853076562921,0.0,Partial,0.0,Defender,High,8.7554887186728,3.260206255526139,0,1,Selected
0.0,4.963125920925341,0.0,Rehab,0.0,Forward,Low,7.2575281200784065,3.0883251582977795,1,1,Not Selected
1.0,8.88007433531386,2.0,Rehab,0.0,Midfielder,Medium,4.782913384209989,1.1306607095774452,1,1,Selected
4.0,8.787016787355949,1.0,Partial,0.0,Midfielder,Medium,7.053292162501319,3.8605274515386876,0,1,Not Selected
2.0,5.588408825863354,0.0,Rehab,0.0,Goalkeeper,Low,7.054905490463042,4.956562341832134,0,0,Not Selected
3.0,9.07423015410941,0.0,Rehab,0.0,Midfielder,Medium,7.681685819547152,3.615560324887118,0,0,Not Selected
3.0,9.04673432567064,0.0,Full,0.0,Defender,Low,5.0823356364411385,4.66114415722682,1,1,Selected
5.0,,2.0,Partial,0.0,Forward,Medium,6.529370739354685,0.39058958858386994,0,1,Selected
4.0,7.349634511563755,2.0,Partial,0.0,Midfielder,High,6.00626039786789,2.5421797362536207,1,0,Not Selected
5.0,5.4876135130747175,0.0,Rehab,0.0,Forward,Medium,5.520039246868127,1.5676177895458299,0,1,Selected
4.0,10.0,0.0,Full,1.0,Forward,Low,3.9858342436929144,5.731819332772401,0,0,Not Selected
3.0,5.779689113279735,0.0,Partial,0.0,Forward,Medium,3.0,2.498570620668257,0,0,Not Selected
3.0,3.443303959794991,1.0,Full,0.0,Goalkeeper,High,7.584758810232433,3.340369970803299,0,1,Not Selected
2.0,4.944427787154575,1.0,Rehab,0.0,Defender,Medium,6.340075863579784,7.314447440453026,1,1,Not Selected
5.0,9.771305569460011,0.0,Partial,,Defender,Low,7.456593578552391,4.170283947476914,0,0,Not Selected
1.0,4.278234002616244,0.0,Rehab,1.0,Goalkeeper,Medium,7.593574134370154,5.691074279813177,0,0,Not Selected
2.0,4.386458555127045,3.0,Partial,1.0,Forward,Medium,,2.2208050050290016,0,1,Not Selected
3.0,3.3292622002692065,0.0,Full,0.0,Midfielder,Medium,7.629420619269389,4.141477717524641,0,0,Not Selected
4.0,5.2238007821703345,1.0,Partial,1.0,Defender,Low,6.109206209833096,4.361026328298756,0,0,Not Selected
3.0,8.652068007591758,0.0,Partial,0.0,Forward,Low,7.763745876323697,5.372840137189479,0,0,Selected
3.0,2.8375661601153332,0.0,Partial,0.0,Midfielder,Low,6.204862092485204,0.23187670506775682,0,0,Not Selected
1.0,7.082946300960831,,Partial,0.0,Goalkeeper,Medium,8.874329110136653,2.858677990015585,0,0,Selected
0.0,8.090645098859024,0.0,Rehab,0.0,Goalkeeper,High,6.603593532747942,2.9125375912577,1,1,Not Selected
5.0,6.813715709955278,1.0,Partial,0.0,Forward,Low,5.547828063673875,0.8073531439352961,0,0,Not Selected
0.0,7.04900037122997,0.0,Full,0.0,Forward,Medium,5.179096949890024,3.532050591146675,0,1,Not Selected
3.0,5.335044389701299,0.0,Rehab,0.0,Midfielder,Medium,,3.9344902120799823,0,0,Not Selected
