Day_Of_Week,Is_Public_Holiday,Festival_Flag,Darshan_Type,Weather_Condition,Temperature_C,Buses_Arrived_Last_15_Min,Entry_Gate,VIP_Visit_Today,Security_Check_Lag_Minutes,Approx_Head_Count,Is_Weekend,Online_Booking_Peak_Flag,Estimated_Wait_Time_Minutes
Mon,0,0,VIP,Cloudy,23.966608392779847,17.0,Special Entry,0,4.5913630830395515,3062.0,0,0,73.03437211482273
Wed,0,0,VIP,Cloudy,24.151854654376724,5.0,Q-Complex I,0,5.513006487918876,2651.0,0,0,42.596138576411995
Fri,0,0,Free,Rainy,24.924176162248912,10.0,Q-Complex I,0,8.025901751180632,2476.0,0,0,56.58610741091394
Fri,0,1,₹300,Cloudy,32.80793977069998,17.0,Q-Complex I,0,10.060745711746641,6662.0,0,0,112.69369289048974
Fri,0,0,Senior,Cloudy,29.403043493304523,9.0,Q-Complex II,0,5.092498341370018,2083.0,0,0,40.96520158629247
Sun,1,0,Free,Cloudy,24.83666151260284,13.0,Special Entry,0,5.4445097926673585,4404.0,1,0,91.57450532119032
Sun,0,0,VIP,Sunny,30.609438746866275,7.0,Q-Complex II,1,6.148060467561566,3425.0,1,1,76.24277353760198
Sat,0,0,VIP,Sunny,29.924995478428276,13.0,Vaikuntam,0,7.939005715596146,2449.0,1,0,58.652959477342925
Thu,0,0,Senior,Cloudy,30.801114592810528,6.0,Special Entry,0,6.8849423384487665,2236.0,0,0,32.863645233470265
Fri,0,0,VIP,Sunny,31.59766922017257,4.0,Special Entry,0,8.518613989254273,2952.0,0,0,46.81701684682305
Mon,0,0,Free,Sunny,29.43614518215892,10.0,Special Entry,0,4.963129613273279,4904.0,0,0,74.80714332841016
Tue,0,1,VIP,Cloudy,28.603058745433554,15.0,Vaikuntam,0,9.810016557588941,5312.0,0,0,102.39313605923296
Fri,0,0,Senior,Cloudy,31.384671485665464,6.0,Q-Complex II,0,7.190429728362208,4180.0,0,1,76.60416102698122
Sun,0,0,VIP,Cloudy,28.96115738639091,9.0,Q-Complex II,0,7.1181302304970195,2866.0,1,0,55.360110794451295
Tue,0,1,₹300,Sunny,32.49251598946279,23.0,Q-Complex II,0,12.973654396631485,5478.0,0,1,137.30480598327745
Mon,0,0,Free,Sunny,35.57110570053337,8.0,Q-Complex I,0,8.130436895644145,3694.0,0,0,58.74136578326724
Sun,0,0,₹300,Sunny,24.01794001192757,9.0,Q-Complex I,0,6.942698154661368,2269.0,1,0,51.11195895242758
Wed,0,0,VIP,Rainy,23.74577576239283,8.0,Q-Complex II,0,8.989510004175422,2115.0,0,0,35.013294173242855
Tue,0,0,VIP,Sunny,31.479237905015527,9.0,Vaikuntam,0,3.590944515197336,2406.0,0,0,42.584062889944306
Tue,0,0,₹300,Cloudy,32.57720180296299,3.0,Q-Complex I,0,5.849379614695797,1905.0,0,0,30.04530118067921
Tue,0,0,Senior,Sunny,27.004598914287822,5.0,Special Entry,0,5.584969705634011,2802.0,0,0,48.84952389022767
Mon,0,0,Senior,Cloudy,27.747012835464176,6.0,Q-Complex II,0,10.049084892608374,3243.0,0,0,44.81145619700841
Thu,0,0,Free,Sunny,36.23545052929166,8.0,Special Entry,0,5.77048194475654,2727.0,0,1,58.40471515178991
Tue,1,0,₹300,Cloudy,29.243162066787065,13.0,Q-Complex I,0,7.509767749786378,4496.0,0,0,79.33662891006477
Mon,0,0,₹300,Sunny,31.100218204531615,7.0,Q-Complex I,0,8.232976749576364,2017.0,0,0,48.94918553130768
Tue,0,0,₹300,Sunny,32.66673934299229,12.0,Special Entry,0,9.179009686858855,2539.0,0,0,58.08533548708381
Sat,0,0,VIP,Cloudy,32.903489383186496,9.0,Vaikuntam,0,6.190552461598751,2601.0,1,0,47.59395072040712
Thu,0,0,₹300,Sunny,34.282836373261745,5.0,Q-Complex I,0,8.99329683905252,4346.0,0,0,59.30011777560117
Sun,0,0,VIP,Sunny,23.323866290738426,5.0,Q-Complex I,0,5.0721890301186825,2972.0,1,0,44.24105706366281
Thu,1,0,Free,Sunny,30.069141178700576,21.0,Special Entry,0,3.2108351771220036,3871.0,0,0,91.57787772984749
Thu,0,0,Free,Sunny,26.862002443447313,10.0,Vaikuntam,0,5.3405392175054,3811.0,0,0,61.34360399836168
Sun,0,0,Free,Sunny,28.54310576313375,9.0,Vaikuntam,0,10.367446643110632,2965.0,1,0,63.29754921201674
Tue,0,0,Free,Cloudy,27.883690035896073,7.0,Special Entry,0,7.178749237284603,3714.0,0,0,56.90954344368779
Thu,0,1,Free,Rainy,18.055360286112094,23.0,Vaikuntam,0,11.459126330586281,5983.0,0,0,125.20031118275183
Sat,1,0,VIP,Sunny,27.648841504405937,15.0,Q-Complex II,0,3.3138084552533624,3873.0,1,0,70.51601741081424
Tue,1,0,Free,Sunny,24.156019109611957,13.0,Q-Complex II,0,8.052086438679652,3309.0,0,0,64.60911775123309
Tue,0,0,Senior,Cloudy,28.620854177784537,8.0,Q-Complex I,0,6.687201261099166,3349.0,0,0,56.2773025474056
Fri,0,0,₹300,Cloudy,25.47598301600304,6.0,Vaikuntam,0,8.39519514188448,3291.0,0,0,53.390324941758436
Wed,0,0,Senior,Cloudy,22.756566598151583,8.0,Special Entry,0,4.807726488966279,4087.0,0,0,65.49903163550518
Tue,1,0,₹300,Rainy,31.258120238913648,17.0,Q-Complex II,0,5.9596346200090125,4271.0,0,0,89.1263003833023
Sat,0,0,₹300,Sunny,24.177636323451566,7.0,Q-Complex I,0,7.131828446379832,3623.0,1,0,52.684838604212516
Sun,0,0,₹300,Sunny,33.19987778648678,3.0,Q-Complex II,0,6.339403280797004,3716.0,1,1,63.03648102218477
Wed,1,0,Senior,Cloudy,26.491871744133412,17.0,Vaikuntam,0,6.172613129046898,4347.0,0,0,95.84908804962517
Fri,0,0,VIP,Sunny,24.953493573485137,4.0,Q-Complex I,0,6.772134163677173,3823.0,0,1,66.0674789798745
Wed,1,0,Free,Cloudy,31.04127022723595,11.0,Q-Complex I,0,8.751778613177839,4197.0,0,0,92.79557799350962
Sat,0,0,₹300,Rainy,30.5133427189118,5.0,Q-Complex I,0,6.7670838076600495,2984.0,1,0,35.5143447175368
Fri,0,0,Senior,Cloudy,27.263348490102892,8.0,Q-Complex II,0,6.5715851983513245,2709.0,0,0,44.29150534140292
Tue,1,0,Free,Sunny,38.06206540643744,20.0,Q-Complex II,0,7.681984891334448,4126.0,0,0,92.13240733834843
Mon,1,0,Senior,Rainy,30.10478377619137,12.0,Q-Complex I,0,9.698240254370045,2870.0,0,0,68.98309888221821
Thu,0,0,Senior,Rainy,31.70684035579451,8.0,Special Entry,0,9.382009896930741,2946.0,0,0,54.91498252207858
Tue,0,0,Free,Sunny,32.33228086632391,9.0,Special Entry,1,9.480471406549817,2463.0,0,1,76.60113454898254
Wed,0,0,₹300,Sunny,36.88962405631271,8.0,Vaikuntam,0,5.280078608129029,4111.0,0,1,76.37712544998857
Fri,1,0,Free,,32.89875478544431,13.0,Q-Complex II,0,9.536217719125366,3018.0,0,0,74.53881287943602
Tue,1,0,₹300,Sunny,33.61229317291092,10.0,Q-Complex II,0,5.1887588470604875,3636.0,0,0,69.26313510777214
Tue,0,0,Free,Cloudy,25.863606580029092,5.0,Special Entry,0,5.614021103512674,5505.0,0,0,79.9462326814317
Wed,0,1,Free,Sunny,,9.0,Vaikuntam,0,8.975109986047752,4430.0,0,0,87.05753026164092
Tue,0,1,VIP,Sunny,27.499639092836333,16.0,Special Entry,0,12.905368985436724,3498.0,0,1,96.27191670248048
Sat,0,0,VIP,Cloudy,22.977770689348898,5.0,Q-Complex II,0,5.37679156462378,2421.0,1,0,33.49285844900427
Wed,0,0,Senior,Sunny,31.675363971550095,10.0,Q-Complex II,0,6.05652969340625,4856.0,0,0,69.16097294842399
Fri,0,0,Free,Cloudy,,9.0,Special Entry,0,4.8860896660613555,3305.0,0,0,55.45367451067571
Sat,0,0,Free,Cloudy,22.62501351238429,6.0,Q-Complex II,0,9.882467772887987,3575.0,1,0,57.572727160865675
Mon,1,0,₹300,Cloudy,40.56538469762537,13.0,Q-Complex II,0,5.611586075361721,3914.0,0,0,78.95157894162617
Tue,1,0,Senior,Sunny,35.92114278351479,14.0,Special Entry,0,4.505237465426722,4818.0,0,0,90.37206246116571
Thu,0,0,VIP,Sunny,30.96923076016823,9.0,Special Entry,0,9.088767925456803,2973.0,0,0,62.445378787685115
Thu,0,0,₹300,Sunny,26.515683880944007,4.0,Vaikuntam,0,7.0946898957752245,2963.0,0,0,36.30751818077594
Fri,0,0,Senior,Sunny,34.83892165167307,4.0,Vaikuntam,0,5.24424662503845,3618.0,0,1,62.77883567222807
Sat,0,0,VIP,Sunny,32.44788257363592,10.0,Q-Complex II,0,7.704184279249697,4713.0,1,0,73.16260912557603
Wed,0,0,VIP,Cloudy,28.67061091489748,4.0,Special Entry,0,8.352749597856512,2725.0,0,0,45.34014288809866
Sun,0,0,Senior,Cloudy,24.022580475094575,10.0,Vaikuntam,0,5.289999096921074,3221.0,1,0,58.61375809278116
Sun,0,1,VIP,Sunny,27.39431315801199,23.0,Vaikuntam,0,15.368115630735229,5337.0,1,0,126.3471963226205
Thu,0,0,Free,Rainy,23.04408996155216,11.0,Q-Complex II,0,7.824859691255297,3467.0,0,1,76.34286290197527
Mon,0,0,₹300,Rainy,26.86190703767772,5.0,Q-Complex I,0,4.364443373331667,2964.0,0,1,63.916102562576526
Mon,0,0,VIP,Sunny,34.98907235863077,8.0,Vaikuntam,0,2.7986999610804224,3616.0,0,0,57.75602606144496
Wed,0,0,Senior,Sunny,33.274460485511554,15.0,Q-Complex I,0,6.282465067037209,3231.0,0,0,74.91153674939707
Sun,0,0,₹300,Sunny,31.082286008371927,9.0,Q-Complex II,0,9.139598817544517,3436.0,1,0,53.772667620357424
Tue,1,0,₹300,Cloudy,23.57451591125706,16.0,Q-Complex II,0,7.092699243437175,3294.0,0,1,89.21490766956485
Sat,0,0,VIP,Sunny,27.860429193901126,11.0,Q-Complex II,0,6.057272516957815,2774.0,1,0,62.0765008830788
Fri,1,0,Free,Cloudy,34.13765935362363,16.0,Vaikuntam,0,7.278537332103975,4010.0,0,0,86.4458588303157
Fri,1,0,₹300,Cloudy,30.203907521179715,15.0,Q-Complex II,0,8.643056236771246,4609.0,0,0,91.87109476313003
Wed,1,0,₹300,Sunny,33.53230544823548,11.0,Q-Complex II,0,7.991289113359497,2964.0,0,0,62.51978090458419
Sat,0,0,₹300,Cloudy,30.572759296251633,7.0,Q-Complex II,0,5.0136225346273235,4025.0,1,0,56.757226242037845
Fri,0,0,Senior,Cloudy,21.488564558694385,7.0,Vaikuntam,0,5.7448475418692375,2832.0,0,0,51.89361224225816
Mon,0,1,Senior,Sunny,28.71479214230542,22.0,Special Entry,0,11.569303973821043,,0,0,98.28569534211357
Thu,0,0,Senior,Sunny,34.07492121040676,7.0,Vaikuntam,0,9.151313291702284,2818.0,0,0,55.92830258200571
Mon,1,0,Free,Sunny,27.224264657614896,8.0,Vaikuntam,0,7.343254096269655,3621.0,0,0,71.19947634861133
Tue,0,0,Free,Sunny,30.058348412177864,4.0,Special Entry,0,6.025458654031042,3035.0,0,0,37.86034498706387
Tue,0,0,₹300,Sunny,32.61956623740073,8.0,Q-Complex II,0,7.674735169462255,2076.0,0,0,41.95175484977025
Sun,0,0,₹300,Sunny,29.942005314194994,7.0,Q-Complex II,0,6.186896301609457,3222.0,1,1,65.4696954852886
Sat,0,0,Senior,Sunny,31.49940792193857,8.0,Q-Complex II,0,7.492157804919016,2678.0,1,0,59.34107640984418
Tue,1,0,VIP,Sunny,37.8163371565002,15.0,Vaikuntam,0,8.323979995927889,5221.0,0,0,86.99535656776555
Tue,0,0,Senior,Sunny,34.74226060336483,9.0,Q-Complex II,0,5.617334454927837,4337.0,0,0,70.30943111075521
Tue,0,0,Senior,Sunny,26.27825928137889,11.0,Vaikuntam,0,6.491482148431498,2902.0,0,0,58.44182111280728
Sun,0,0,VIP,Sunny,33.10041567776086,8.0,Q-Complex I,0,7.143965360795711,1822.0,1,1,48.36651721563858
Fri,0,0,VIP,Sunny,32.81874756844019,5.0,Special Entry,0,7.770473235471264,2914.0,0,0,50.0427462814767
Tue,0,0,Senior,Sunny,28.973562431833162,11.0,Q-Complex I,0,7.254876769225589,2882.0,0,0,50.62334834350284
Fri,0,0,Senior,Sunny,29.897818323934807,11.0,Vaikuntam,0,6.232218752582469,3446.0,0,1,71.1198397668466
Wed,0,1,Free,Sunny,34.47799150170657,20.0,Vaikuntam,0,8.829435795288479,6173.0,0,1,130.27350382517102
Mon,0,0,Senior,Sunny,34.58331269857959,9.0,Q-Complex II,0,5.244917429247951,2820.0,0,1,52.47109142316034
Sat,0,0,Senior,Cloudy,28.388783507957246,3.0,Q-Complex II,0,7.32133426510024,2265.0,1,0,40.064678855748454
Fri,0,0,Free,Sunny,31.484236676235255,10.0,Vaikuntam,0,11.995233910394454,3664.0,0,0,76.59820204958514
Tue,0,0,Senior,Cloudy,31.474251362764274,7.0,Special Entry,0,7.678813359862357,4474.0,0,0,67.72419786127831
Thu,0,1,Free,Cloudy,28.755451016369037,18.0,Vaikuntam,0,14.658361862343398,5875.0,0,0,117.63207269012793
Sun,0,0,VIP,Rainy,27.91399619206019,6.0,Vaikuntam,1,4.46229170029735,3285.0,1,0,67.60304361621444
Thu,0,0,VIP,Rainy,20.85791384437991,7.0,Q-Complex I,0,10.32924820025993,4135.0,0,0,67.04151470672248
Mon,0,1,Free,Cloudy,28.635257349394823,21.0,Special Entry,0,7.063929506040276,5089.0,0,0,110.62615635512235
Tue,0,0,Senior,Sunny,36.15489531793574,7.0,Special Entry,0,4.420129698595938,2571.0,0,0,56.137202335337534
Sat,0,0,VIP,Sunny,29.027345399644588,5.0,Special Entry,0,7.101540009272047,3168.0,1,0,45.89974670857371
Fri,0,0,Senior,Cloudy,26.702092476141267,8.0,Special Entry,0,6.01692622908025,4418.0,0,1,69.60026764949531
Mon,0,0,Free,Sunny,33.91115212775536,9.0,Q-Complex I,0,8.564085585212677,4216.0,0,0,70.62685315088954
Fri,0,1,Free,Sunny,37.595582028764085,11.0,Q-Complex II,0,10.010000077041935,4864.0,0,1,91.85077127076495
Wed,0,0,Senior,Cloudy,29.690141699420135,8.0,Q-Complex I,0,5.9757239367289845,2692.0,0,1,55.972811199297084
Wed,0,0,Senior,Cloudy,39.18631716534748,8.0,Q-Complex I,0,6.620890698670632,2528.0,0,0,44.603109919907645
Thu,0,0,Senior,Cloudy,27.770652757407778,7.0,Q-Complex I,0,6.495695331256847,1612.0,0,0,39.82435465015959
Tue,0,0,₹300,Sunny,30.938211845783627,8.0,Vaikuntam,0,8.043976651729576,3207.0,0,1,70.07058642237887
Mon,0,0,VIP,Rainy,22.338187036003006,5.0,Q-Complex I,1,6.201701853448391,3067.0,0,1,66.4531523401606
Sat,0,0,Senior,Cloudy,20.28988870103784,7.0,Vaikuntam,0,8.308041413482544,3720.0,1,0,53.66773361564871
Wed,0,0,VIP,Sunny,32.47567314058075,8.0,Q-Complex II,0,9.257758513747188,4434.0,0,1,73.66303935607661
Wed,0,0,Senior,Cloudy,28.746110297709127,6.0,Vaikuntam,0,9.218339699560197,2421.0,0,1,54.04711952368581
Thu,0,0,VIP,Cloudy,30.45206128356428,10.0,Q-Complex II,0,4.782781631580928,1891.0,0,0,32.35089868617581
Tue,0,0,VIP,Cloudy,23.269609997065146,5.0,Vaikuntam,0,8.088216177906439,2329.0,0,1,59.66272507529952
Sun,0,0,₹300,Cloudy,23.269389476202214,5.0,Q-Complex I,0,8.306566881697645,4022.0,1,1,66.90828259874708
Wed,0,0,VIP,Cloudy,27.983516860636108,8.0,Q-Complex II,0,10.614539932299891,2570.0,0,0,54.33461938288193
Wed,1,0,VIP,Sunny,28.643344553486582,10.0,Q-Complex I,0,5.745399140477583,2095.0,0,0,50.96460407717157
Sat,1,0,Senior,Sunny,22.4337874241375,14.0,Special Entry,0,8.548033020784978,4763.0,1,0,89.25115818592032
Sat,0,0,₹300,Cloudy,32.83291578292582,4.0,Q-Complex II,0,6.112036853645082,3504.0,1,0,47.30441502150142
Wed,0,0,Senior,Sunny,27.963394510561873,4.0,Special Entry,0,6.132956166414229,3765.0,0,0,54.51344376803902
Wed,0,0,₹300,Rainy,26.441753846366954,8.0,Vaikuntam,0,5.259332617244905,2877.0,0,0,38.92147868158645
Mon,0,0,Free,Sunny,24.3427172325923,12.0,Vaikuntam,0,9.38948989839588,3091.0,0,1,81.91080151791033
Fri,0,0,VIP,Cloudy,21.72442401161671,7.0,Q-Complex II,0,6.768405899909982,3332.0,0,0,51.3657672134583
Thu,1,0,Free,Sunny,33.04534135837979,14.0,Q-Complex I,0,8.469331095022183,3881.0,0,0,81.12218752572214
Sat,0,0,Senior,Cloudy,32.292198887351674,3.0,Q-Complex II,0,7.683379092270976,3529.0,1,0,42.52322016268492
Sat,0,1,VIP,Sunny,25.702049792656766,19.0,Special Entry,1,10.32673001490101,4563.0,1,0,122.67204871124503
Tue,0,0,Senior,Sunny,29.268760954126517,5.0,Vaikuntam,0,6.721624312107654,2476.0,0,0,45.680752468677326
Fri,0,0,Free,Sunny,29.31622785918298,9.0,Q-Complex II,0,10.038603046897915,1643.0,0,1,48.78368474670717
Thu,0,0,Free,Sunny,32.29621116574428,15.0,Q-Complex II,0,10.866647376501755,3170.0,0,0,68.81514082127318
Sat,0,0,VIP,Sunny,31.3067010640757,13.0,Q-Complex II,1,5.011711102344687,2872.0,1,0,77.45581779794367
Sun,1,0,₹300,Sunny,37.45252856791692,15.0,Q-Complex II,0,10.098782273840543,4859.0,1,1,107.25951186770695
Thu,0,0,₹300,Sunny,28.96141826829977,12.0,,0,9.59924839884949,3257.0,0,0,62.936023792651895
Tue,0,0,Free,Cloudy,31.11708772660676,3.0,Special Entry,0,5.50278333162838,1401.0,0,0,26.247989488976287
Sun,0,0,Senior,Sunny,36.786950360591455,8.0,Q-Complex II,0,7.889381690589533,3102.0,1,0,57.16290366693395
Thu,0,0,₹300,Cloudy,26.04789672037538,6.0,Special Entry,0,9.278861997889598,3217.0,0,0,51.4171689055362
Sat,1,0,Senior,Cloudy,26.67894000200839,11.0,Vaikuntam,1,8.40640342268075,3269.0,1,0,87.7526011354514
Sun,0,0,VIP,Sunny,31.59489400062717,8.0,Vaikuntam,0,9.362237696446588,3173.0,1,1,70.80546746761479
Tue,0,0,VIP,Sunny,32.01346239418232,7.0,Q-Complex I,0,5.4731964902024,2639.0,0,1,55.850165335173294
Sat,0,0,₹300,Sunny,29.312775676105154,6.0,Q-Complex II,0,7.396242663060181,3782.0,1,0,54.13905480898687
Sun,1,0,₹300,Sunny,28.30457194450461,9.0,Special Entry,0,9.01399291242553,3390.0,1,0,74.29915355288604
Fri,0,0,VIP,Sunny,37.048406842134554,8.0,Q-Complex II,0,10.442132556670648,3509.0,0,0,63.16382645864778
Sat,0,0,VIP,Cloudy,24.078136705006795,5.0,Q-Complex II,0,5.6439415981264665,3674.0,1,0,47.53652143157798
Thu,0,1,VIP,Sunny,28.625533492404085,14.0,Q-Complex I,0,10.149784951962229,4871.0,0,0,88.6378762868607
Thu,0,1,Senior,Sunny,22.103254161679956,15.0,Special Entry,0,10.114962967859885,4424.0,0,1,107.59519151691623
Mon,0,0,₹300,Sunny,26.970053060807494,7.0,Special Entry,0,9.035615147573637,3091.0,0,0,57.8718583476967
Fri,0,0,Free,Cloudy,31.092644810319577,9.0,Special Entry,0,5.806136350052438,3402.0,0,0,59.44358400422465
Sun,0,0,₹300,Sunny,31.838531469069483,7.0,Vaikuntam,1,7.392947980484504,2593.0,1,0,67.34723160153963
Mon,0,0,VIP,Sunny,32.6281790573091,5.0,Q-Complex I,0,9.657372044152213,2634.0,0,0,43.448840123236046
Sat,0,1,Senior,Sunny,36.26868154413222,22.0,Q-Complex II,0,10.503275907409597,5044.0,1,0,119.58879395216935
Thu,0,0,₹300,Cloudy,33.38614985751511,7.0,Vaikuntam,0,6.8213443839539964,1579.0,0,0,40.486823772169075
Fri,0,0,VIP,Sunny,29.226499578289886,13.0,Special Entry,0,5.967585191481394,3271.0,0,0,65.04925390719346
Tue,0,0,VIP,Cloudy,25.609049134014903,9.0,Q-Complex I,0,8.656355262998405,2378.0,0,0,48.070623863970276
Sat,0,0,VIP,Sunny,33.08092113686303,8.0,Q-Complex I,0,,4174.0,1,0,63.22676407756693
Fri,1,0,Free,Sunny,21.038444419543318,11.0,Q-Complex II,0,6.125412006438455,4846.0,0,1,98.05685513393674
Sat,0,0,₹300,Sunny,32.542739685831954,3.0,Q-Complex II,0,7.6039449872235085,3253.0,1,0,47.94300018214497
Sun,0,1,₹300,Sunny,32.360581660243255,22.0,Special Entry,0,11.753932204860549,4646.0,1,0,108.21213335523439
Sat,0,1,Free,Sunny,31.127504404838277,20.0,Q-Complex I,0,9.642347651196651,5934.0,1,1,124.98775823504893
Thu,0,1,Senior,Cloudy,30.227342142591095,16.0,Special Entry,0,12.636634782383329,6230.0,0,1,124.89426126858267
Sat,0,0,Senior,Sunny,29.63153066114959,5.0,Vaikuntam,0,9.653018517555722,2890.0,1,0,53.466159484364
Tue,1,0,Free,Sunny,30.213964804178946,17.0,Q-Complex II,0,12.207424069534886,2464.0,0,1,99.28970074033897
Sat,0,0,Senior,Cloudy,23.412525395004714,10.0,Special Entry,0,7.505480270350958,3627.0,1,0,73.7084018427878
Mon,1,0,₹300,Sunny,32.09039886315682,12.0,Q-Complex II,0,4.787819853751731,5235.0,0,0,89.44358102267952
Tue,0,0,VIP,Rainy,27.380221931868984,5.0,Q-Complex I,0,7.4115323200204255,3772.0,0,0,50.340187009002655
Wed,1,0,Senior,Cloudy,30.760670496732857,12.0,,0,4.387269711171036,3936.0,0,0,82.01883887454446
Mon,0,1,Free,Rainy,23.52454683278322,22.0,Q-Complex I,0,11.979055118722993,4936.0,0,0,114.04605689512785
Sat,0,0,VIP,Sunny,35.007475008479354,7.0,Q-Complex I,0,5.087207310819172,2576.0,1,0,44.16970868664948
Fri,0,1,Free,Sunny,32.01273528398261,18.0,Special Entry,0,9.426852675100626,4767.0,0,0,110.17771922426986
Wed,1,0,Free,Cloudy,28.576006394402043,12.0,Vaikuntam,0,0.9769659404069913,3835.0,0,0,69.23990653321067
Sun,0,0,Free,Rainy,25.36088299894543,7.0,Q-Complex II,0,8.17084196099571,4401.0,1,0,71.66414930736512
Sat,0,0,Senior,Sunny,35.37546229365415,11.0,Q-Complex II,0,8.975348360904187,3180.0,1,0,56.86910003399062
Wed,0,0,Free,Cloudy,32.789517881970234,7.0,Q-Complex II,0,8.713270623722602,2791.0,0,0,45.69407203739851
Fri,1,1,VIP,Sunny,33.95823133260293,27.0,Special Entry,0,10.527296483679946,6559.0,0,0,142.8887842032071
Sat,0,0,₹300,Sunny,33.83744378754639,6.0,Special Entry,0,9.187198604771847,2830.0,1,0,43.767867921975636
Mon,1,0,Free,Rainy,22.142853538978372,12.0,Q-Complex I,1,6.6656074568764145,5539.0,0,0,107.68941019971028
Sun,0,0,VIP,Rainy,26.17342607576937,8.0,Q-Complex I,0,4.161158472595066,2440.0,1,0,45.97322020722443
Wed,1,0,₹300,Sunny,39.67158254427319,15.0,Q-Complex II,0,9.143478304356469,2137.0,0,0,73.61362990868798
Mon,1,0,Senior,Sunny,30.461467338769197,8.0,Q-Complex II,0,7.49543249352216,3091.0,0,0,66.21848689601613
Fri,0,0,VIP,Rainy,27.823089944117505,11.0,Special Entry,0,6.367481734313727,3447.0,0,0,68.20103826032455
Sun,0,0,Senior,Rainy,26.49177964845579,11.0,Q-Complex I,1,7.122513237612135,3358.0,1,0,80.30853268759527
Wed,0,0,₹300,Sunny,28.722404730608112,9.0,Q-Complex II,0,10.06482234639753,3024.0,0,0,60.651419329890096
Sun,0,0,Senior,Sunny,25.764349095980748,11.0,Special Entry,0,6.471466363278289,3212.0,1,1,64.45243574481646
Mon,0,0,,Sunny,26.294270374964924,8.0,Special Entry,0,4.842310890736973,3091.0,0,0,49.401030857932355
Sun,0,0,Free,Cloudy,30.762222417256357,8.0,Q-Complex I,0,3.516312050399217,4078.0,1,1,74.07171713396804
Sat,0,1,VIP,Rainy,28.21277783268602,16.0,Special Entry,0,12.112648264550105,5194.0,1,0,105.59527325907213
Sun,0,0,₹300,Sunny,34.36113044046036,10.0,Q-Complex II,0,10.59727626153602,3229.0,1,0,64.37930135710546
Thu,0,0,₹300,Sunny,34.6110941865885,7.0,Special Entry,0,6.8294217437229605,515.0,0,0,27.105385866023806
Thu,0,0,Senior,Sunny,,10.0,Special Entry,0,2.5309207747220857,2455.0,0,0,49.31195715462426
Mon,0,0,Senior,Sunny,32.19193732305277,9.0,Special Entry,0,7.803783008537836,3984.0,0,0,64.2054154998737
Fri,0,0,Senior,Sunny,27.11437339794936,5.0,Vaikuntam,0,6.445839460879212,3101.0,0,0,53.732791858037444
Sun,0,0,Free,Sunny,31.3106346256394,8.0,Q-Complex I,0,6.3970128994099005,4002.0,1,1,79.99467931140774
Tue,0,0,Free,Sunny,29.718874953101736,13.0,Q-Complex II,0,4.404241859721054,2998.0,0,0,54.1457468333624
Sat,1,0,VIP,Cloudy,25.961349742313068,9.0,Q-Complex I,0,6.928040022519844,5415.0,1,1,95.67922116741161
Mon,0,0,VIP,Sunny,28.489985326212313,9.0,Vaikuntam,0,8.859451672995194,3433.0,0,0,64.70553540054836
Fri,0,0,Free,Cloudy,31.907811250422053,5.0,Special Entry,1,5.554924788561426,4201.0,0,0,69.65638699559896
Sat,0,0,₹300,Sunny,34.697490469115756,12.0,Q-Complex I,0,5.434339557353309,2732.0,1,0,55.310516820026685
Tue,0,0,Free,Sunny,29.935228821199836,7.0,Q-Complex II,0,6.696216589421769,2813.0,0,1,61.23373256328491
Tue,0,0,VIP,Sunny,25.479444240062236,7.0,Q-Complex II,0,7.98615074935709,2780.0,0,0,58.04000190091283
Thu,0,0,₹300,Sunny,33.61985566549143,8.0,Q-Complex I,0,,3074.0,0,1,50.467397203004666
Mon,0,0,Senior,Sunny,34.637122631702894,9.0,Q-Complex I,0,5.377526283339055,3367.0,0,0,60.4295133489198
Wed,0,0,Free,Rainy,28.66753303214948,10.0,Vaikuntam,0,6.510004135304753,2671.0,0,0,55.80932677525472
Tue,0,0,Senior,Cloudy,28.122812134579316,5.0,Vaikuntam,0,9.049930191608144,3998.0,0,0,56.527533653571034
Sun,0,0,Senior,Sunny,33.18216507336116,8.0,Q-Complex II,0,7.525874124320312,2633.0,1,0,51.57313287534188
Fri,1,0,₹300,Cloudy,29.71180102842014,17.0,Vaikuntam,0,5.383057423997176,4740.0,0,0,89.30941096243744
Thu,0,0,VIP,Sunny,34.47386786131578,6.0,Vaikuntam,0,9.6081422791959,2599.0,0,0,51.58191410678497
Thu,0,0,Free,Sunny,29.663358505432342,6.0,Special Entry,0,4.383775157242408,3162.0,0,0,45.905651634448674
Thu,0,0,VIP,Cloudy,27.41672228379655,6.0,Q-Complex II,0,7.0144644372868035,3839.0,0,0,53.50180064637234
Sun,0,1,Senior,Sunny,29.604506042864305,17.0,Q-Complex I,0,13.016605582719281,7002.0,1,0,124.04690409265919
Sat,1,0,Senior,Sunny,33.2825855492536,6.0,Special Entry,0,7.418092715880541,3430.0,1,0,63.47276076263377
Tue,0,0,₹300,Sunny,40.558743843513504,8.0,Q-Complex I,0,5.53913326587456,3482.0,0,0,58.84681449148644
Mon,0,1,₹300,Rainy,28.82969133340911,14.0,Special Entry,0,11.202967158629727,4812.0,0,0,95.68036971363011
Mon,1,0,,Sunny,33.326185256215254,10.0,Q-Complex II,0,7.5690430732408505,4271.0,0,0,82.1943423864624
Sat,0,0,VIP,Rainy,27.570302707553576,10.0,Special Entry,0,3.953488136989658,3819.0,1,0,59.11429170710824
